name,descrizione,colori,image_url,marca
Griglia Flexigril,La sua flessibilità lo rende pratico e utile per installazioni curvilinee Materiale: Polipropilene ad alta densità.,"Bianco, Sabbia",/images/first_corporation_prodotti/GrigliaFlexigril.webp,First Corporation
Griglia in PP,"Utilizzata in aree pedonali, per la realizzazione di sistemi di drenaggio o in generale ovunque sia necessaria la raccolta di liquidi. Materiale: Polipropilene.",N/A,/images/first_corporation_prodotti/GrigliainPP.webp,First Corporation
Griglia in PP,"Utilizzata in aree pedonali, per la realizzazione di sistemi di drenaggio o in generale ovunque sia necessaria la raccolta di liquidi. Materiale: Polipropilene.",N/A,/images/first_corporation_prodotti/GrigliainPP.webp,First Corporation
Griglia leggera in PVC,per canale Pratiko 300 Materiale: PVC anti-shock.,"Grigio, Sabbia",/images/first_corporation_prodotti/GriglialeggerainPVC.webp,First Corporation
Griglia leggera in PVC,per canale Pratiko 400 Materiale: PVC anti-shock.,"Grigio, Sabbia",/images/first_corporation_prodotti/GriglialeggerainPVC.webp,First Corporation
Griglia leggera in PVC anti-shock,"Utilizzata in aree pedonali, per la realizzazione di sistemi di drenaggio o in generale ovunque sia necessaria la raccolta di liquidi. Materiale: PVC anti-shock.",N/A,/images/first_corporation_prodotti/GriglialeggerainPVCanti-shock.webp,First Corporation
Griglia leggera in PVC anti-shock,"Utilizzata in aree pedonali, per la realizzazione di sistemi di drenaggio o in generale ovunque sia necessaria la raccolta di liquidi. Materiale: PVC anti-shock.","Grigio, Verde",/images/first_corporation_prodotti/GriglialeggerainPVCanti-shock.webp,First Corporation
Griglia piscina in PVC,La griglia con antitacco a norma per piscine per canale Pratiko 200 Materiale: PVC anti-shock.,"Bianco, Grigio, Sabbia",/images/first_corporation_prodotti/GrigliapiscinainPVC.webp,First Corporation
Griglia piscina in PVC,La griglia con antitacco a norma per piscine per canale Pratiko 130 Materiale: PVC anti-shock.,"Bianco, Grigio, Sabbia",/images/first_corporation_prodotti/GrigliapiscinainPVC.webp,First Corporation
Griglia stampata in acciaio Inox Aisi 316,Griglia per canale Pratiko 100 Materiale: Acciaio Inox AISI316.,N/A,/images/first_corporation_prodotti/GrigliastampatainacciaioInoxAisi316.webp,First Corporation
Griglia stampata in acciaio Inox Aisi 316,per canale Pratiko 130 Materiale: Acciaio Inox AISI316.,N/A,/images/first_corporation_prodotti/GrigliastampatainacciaioInoxAisi316.webp,First Corporation
Griglia stampata in acciaio Inox Aisi 316,Griglia per canale Pratiko 200 Materiale: Acciaio Inox AISI316.,N/A,/images/first_corporation_prodotti/GrigliastampatainacciaioInoxAisi316.webp,First Corporation
Griglia stampata zincata,Griglia per canale Pratiko 100 Materiale: Acciaio zincato.,N/A,/images/first_corporation_prodotti/Grigliastampatazincata.webp,First Corporation
Griglia stampata zincata,per canale Pratiko 130 Materiale: Acciaio zincato.,N/A,/images/first_corporation_prodotti/Grigliastampatazincata.webp,First Corporation
Griglia stampata zincata,per canale Pratiko 200 Materiale: Acciaio zincato.,N/A,/images/first_corporation_prodotti/Grigliastampatazincata.webp,First Corporation
Guarnizione,Evita eventuali infiltrazioni d’acqua Materiale: Gomma.,N/A,/images/first_corporation_prodotti/Guarnizione.webp,First Corporation
Guarnizione,Evita eventuali infiltrazioni d’acqua all’interno dei pozzetti Materiale: Gomma.,N/A,/images/first_corporation_prodotti/Guarnizione.webp,First Corporation
Kit Garage – 3 Canali modulari in PP con griglie e testate Ø 50 mm,Il kit è composto da:– n.‎ 3 canali modulari bassi in PP– n.‎ 3 griglie in PP– n.‎ 2 testate ø 50 mm Materiale: Polipropilene.,N/A,/images/first_corporation_prodotti/KitGarage3CanalimodulariinPPcongriglieetestateØ50mm.webp,First Corporation
Kit Garage – 3 Canali modulari alti h 110 mm con griglie in PP e testate Ø 80 mm,Il kit è composto da:– n.‎ 3 canali modulari alti in PP– n.‎ 3 griglie in PP– n.‎ 2 testate ø 80 mm Materiale: Polipropilene.,N/A,/images/first_corporation_prodotti/KitGarage3Canalimodularialtih110mmcongriglieinPPetestateØ80mm.webp,First Corporation
Kit Garage – 3 Canali modulari alti h 110 mm con griglie zincate e testate Ø 80 mm,Il kit è composto da:– 3 canali modulari alti in PP– 2 griglie zincate– 2 testate ø 80 mm Materiale: Polipropilene.,N/A,/images/first_corporation_prodotti/KitGarage3Canalimodularialtih110mmcongrigliezincateetestateØ80mm.webp,First Corporation
Kit Garage – 3 Canali modulari in PP con griglie e testate Ø 63 mm,Il kit è composto da:– n.‎ 3 canali modulari bassi in PP– n.‎ 3 griglie in PP– n.‎ 2 testate ø 63 mm Materiale: Polipropilene.,N/A,/images/first_corporation_prodotti/KitGarage3CanalimodulariinPPcongriglieetestateØ63mm.webp,First Corporation
Kit Garage – 3 Canali modulari in PP con griglie zincate e testate Ø 50 mm,Il kit è composto da:– n.‎ 3 canali modulari bassi in PP– n.‎ 2 griglie zincate– n.‎ 2 testate ø 50 mm Materiale: Polipropilene.,N/A,/images/first_corporation_prodotti/KitGarage3CanalimodulariinPPcongrigliezincateetestateØ50mm.webp,First Corporation
Kit Garage – 3 Canali modulari in PP con griglie zincate e testate Ø 63 mm,Il kit è composto da:– n.‎ 3 canali modulari bassi in PP– n.‎ 2 griglie zincate classe A15– n.‎ 2 testate ø 63 mm Materiale: Polipropilene.,N/A,/images/first_corporation_prodotti/KitGarage3CanalimodulariinPPcongrigliezincateetestateØ63mm.webp,First Corporation
Piatto di raccolta,La forma ad imbuto del piatto garantisce la completa evacuazione dei liquidi e permette una facile pulizia Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/Piattodiraccolta.webp,First Corporation
Pozzetto cavi elettrici,Viene impiegato per la messa a terra e la protezione di cavi elettrici Materiale: Polipropilene.,N/A,/images/first_corporation_prodotti/Pozzettocavielettrici.webp,First Corporation
Pozzetto con valvola antigelo,Il coperchio viene realizzato di colore verde per mimetizzarsi con il prato Materiale: Polipropilene rinforzato con carica minerale.,N/A,/images/first_corporation_prodotti/Pozzettoconvalvolaantigelo.webp,First Corporation
Pozzetto da giardino,"Realizzato in polipropilene rinforzato, resiste ai carichi ed è idoneo per il passaggio pedonale Materiale: Polipropilene rinforzato con carica minerale.","Grigio, Verde",/images/first_corporation_prodotti/Pozzettodagiardino.webp,First Corporation
Pozzetto di ispezione in PVC per Profilo caditoia a fessura – h 102 mm,Il pozzetto per caditoia a fessura deve essere riempito con il materiale utilizzato per il pavimento.‎ Consente l’ispezione e la pulizia del canale.‎ Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/PozzettodiispezioneinPVCperProfilocaditoiaafessurah102mm.webp,First Corporation
Pozzetto di ispezione in PVC per Profilo caditoia a fessura – h 153 mm,Il pozzetto per caditoia a fessura deve essere riempito con il materiale utilizzato per il pavimento.‎ Consente l’ispezione e la pulizia del canale.‎ Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/PozzettodiispezioneinPVCperProfilocaditoiaafessurah153mm.webp,First Corporation
Pozzetto di ispezione in PVC per Profilo caditoia a fessura – h 160 mm,Il pozzetto per caditoia a fessura deve essere riempito con il materiale utilizzato per il pavimento.‎ Consente l’ispezione e la pulizia del canale.‎ Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/PozzettodiispezioneinPVCperProfilocaditoiaafessurah160mm.webp,First Corporation
Pozzetto di ispezione in PVC per Profilo caditoia a fessura – h 32 mm,Il pozzetto per caditoia a fessura deve essere riempito con il materiale utilizzato per il pavimento.‎ Consente l’ispezione e la pulizia del canale.‎ Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/PozzettodiispezioneinPVCperProfilocaditoiaafessurah32mm.webp,First Corporation
Pozzetto di ispezione in PVC per Profilo caditoia a fessura h 110 mm,Il pozzetto per caditoia a fessura deve essere riempito con il materiale utilizzato per il pavimento.‎ Consente l’ispezione e la pulizia del canale.‎ Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/PozzettodiispezioneinPVCperProfilocaditoiaafessurah110mm.webp,First Corporation
Pozzetto di ispezione in PVC per Profilo caditoia a fessura h 40 mm,Il pozzetto per caditoia a fessura deve essere riempito con il materiale utilizzato per il pavimento.‎ Consente l’ispezione e la pulizia del canale.‎ Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/PozzettodiispezioneinPVCperProfilocaditoiaafessurah40mm.webp,First Corporation
Pozzetto monolitico linea suolo B TECH,Il pozzetto è predisposto sui 4 lati alla sifonatura con veletta e all’innesto di tubi Materiale: B TECH.,N/A,/images/first_corporation_prodotti/PozzettomonoliticolineasuoloBTECH.webp,First Corporation
Pozzetto monolitico Serie 2000,Il pozzetto è predisposto per il bloccaggio e all’innesto di tubi Materiale: Polipropilene.,N/A,/images/first_corporation_prodotti/PozzettomonoliticoSerie2000.webp,First Corporation
Pozzetto monolitico Serie Prato 2000,Il pozzetto è predisposto per il bloccaggio e all’innesto di tubi Materiale: Polipropilene.,N/A,/images/first_corporation_prodotti/PozzettomonoliticoSeriePrato2000.webp,First Corporation
Pozzetto monolitico Simplex,Il pozzetto è un prodotto brevettato ed è predisposto per il bloccaggio e l’innesto di tubi Materiale: Polipropilene.,N/A,/images/first_corporation_prodotti/PozzettomonoliticoSimplex.webp,First Corporation
Pozzetto monolitico tradizionale,Il pozzetto è predisposto sui 4 lati alla sifonatura con veletta e all’innesto di tubi Materiale: Polipropilene.,N/A,/images/first_corporation_prodotti/Pozzettomonoliticotradizionale.webp,First Corporation
Pozzetto pluviale sifonato 135×265 mm con innesto tubi quadri,Il pozzetto pluviale è un dispositivo di raccolta che permette lo smaltimento delle acque pluviali provenienti dal tubo di discesa del sistema di gronda Materiale: PP.,N/A,/images/first_corporation_prodotti/Pozzettopluvialesifonato135265mmconinnestotubiquadri.webp,First Corporation
Pozzetto pluviale sifonato 135×265 mm con innesto tubi tondi,Il pozzetto pluviale è un dispositivo di raccolta che permette lo smaltimento delle acque pluviali provenienti dal tubo di discesa del sistema di gronda Materiale: PP.,N/A,/images/first_corporation_prodotti/Pozzettopluvialesifonato135265mmconinnestotubitondi.webp,First Corporation
Pozzetto pluviale sifonato 165×320 mm con innesto tubi tondi con scarico orizzontale,Il pozzetto pluviale è un dispositivo di raccolta che permette lo smaltimento delle acque pluviali provenienti dal tubo di discesa del sistema di gronda Materiale: PP.,N/A,/images/first_corporation_prodotti/Pozzettopluvialesifonato165320mmconinnestotubitondiconscaricoorizzontale.webp,First Corporation
Pozzetto pluviale sifonato 165×320 mm con innesto tubi tondi con scarico orizzontale,Il pozzetto pluviale è un dispositivo di raccolta che permette lo smaltimento delle acque pluviali provenienti dal tubo di discesa del sistema di gronda Materiale: PP.,N/A,/images/first_corporation_prodotti/Pozzettopluvialesifonato165320mmconinnestotubitondiconscaricoorizzontale.webp,First Corporation
Pozzetto pluviale sifonato 165×320 mm con innesto tubi tondi con scarico verticale,Il pozzetto pluviale è un dispositivo di raccolta che permette lo smaltimento delle acque pluviali provenienti dal tubo di discesa del sistema di gronda Materiale: PP.,N/A,/images/first_corporation_prodotti/Pozzettopluvialesifonato165320mmconinnestotubitondiconscaricoverticale.webp,First Corporation
Pozzetto pluviale sifonato 165×320 mm con innesto tubi tondi con scarico verticale,Il pozzetto pluviale è un dispositivo di raccolta che permette lo smaltimento delle acque pluviali provenienti dal tubo di discesa del sistema di gronda Materiale: PP.,N/A,/images/first_corporation_prodotti/Pozzettopluvialesifonato165320mmconinnestotubitondiconscaricoverticale.webp,First Corporation
Profilo caditoia a fessura in PVC – h 140 mm,La caditoia a fessura è modulare con multipli di 100 mm e installabile con altri elementi per raggiungere le lunghezze desiderate. Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/ProfilocaditoiaafessurainPVCh140mm.webp,First Corporation
Profilo caditoia a fessura in PVC – h 140 mm,La caditoia a fessura è modulare con multipli di 100 mm e installabile con altri elementi per raggiungere le lunghezze desiderate. Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/ProfilocaditoiaafessurainPVCh140mm.webp,First Corporation
Profilo caditoia a fessura in PVC – h 20 mm,La caditoia a fessura è modulare con multipli di 100 mm e installabile con altri elementi per raggiungere le lunghezze desiderate. Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/ProfilocaditoiaafessurainPVCh20mm.webp,First Corporation
Profilo caditoia a fessura in PVC – h 90 mm,La caditoia a fessura è modulare con multipli di 100 mm e installabile con altri elementi per raggiungere le lunghezze desiderate. Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/ProfilocaditoiaafessurainPVCh90mm.webp,First Corporation
Profilo caditoia a fessura in PVC – h 90 mm,La caditoia a fessura è modulare con multipli di 100 mm e installabile con altri elementi per raggiungere le lunghezze desiderate. Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/ProfilocaditoiaafessurainPVCh90mm.webp,First Corporation
Profilo caditoia a fessura in PVC – h 20 mm,La caditoia a fessura è modulare con multipli di 100 mm e installabile con altri elementi per raggiungere le lunghezze desiderate. Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/ProfilocaditoiaafessurainPVCh20mm.webp,First Corporation
Profilo telaio per griglia e coperchio,Ideale per un ancoraggio perfetto su svariati tipi di pozzetto Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/Profilotelaiopergrigliaecoperchio.webp,First Corporation
Prolunga universale per pozzetti,La prolunga è predisposta per l’innesto di tubi Materiale: Polipropilene.,N/A,/images/first_corporation_prodotti/Prolungauniversaleperpozzetti.webp,First Corporation
Sifone a campana per pozzetti,Utilizzato per sifonare i pozzetti Materiale: Polipropilene.,N/A,/images/first_corporation_prodotti/Sifoneacampanaperpozzetti.webp,First Corporation
Sigillo – Fondello,Utilizzati in sostituizione dei coperchi quando occorre mantenere invariato l’aspetto estetico della pavimentazione circostante mimetizzando la presenza del pozzetto Materiale: Polipropilene.,N/A,/images/first_corporation_prodotti/SigilloFondello.webp,First Corporation
Sigillo – Fondello e Telaio,Utilizzati in sostituizione dei coperchi quando occorre mantenere invariato l’aspetto estetico della pavimentazione circostante mimetizzando la presenza del pozzetto Materiale: Polipropilene.,N/A,/images/first_corporation_prodotti/SigilloFondelloeTelaio.webp,First Corporation
Tassello in PVC per fissaggio griglie,completo di viti e bulloni Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/TasselloinPVCperfissaggiogriglie.webp,First Corporation
Telaio in Nylon rinforzato con fibra di vetro Multigril,per Griglie e Coperchi Multigril Pratiko 300 Materiale: Nylon rinforzato con fibra di vetro.,N/A,/images/first_corporation_prodotti/TelaioinNylonrinforzatoconfibradivetroMultigril.webp,First Corporation
Telaio in Nylon rinforzato con fibra di vetro Multigril,per Griglie e Coperchi Multigril Pratiko 400 Materiale: Nylon rinforzato con fibra di vetro.,N/A,/images/first_corporation_prodotti/TelaioinNylonrinforzatoconfibradivetroMultigril.webp,First Corporation
Telaio in PP,Telaio ideale come alloggiamento di coperchi e griglie Materiale: Polipropilene.,N/A,/images/first_corporation_prodotti/TelaioinPP.webp,First Corporation
Telaio in PVC anti-shock,Possono essere applicati direttamente al livello del suolo in corrispondenza di uno scavo già dotato di pareti portanti Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/TelaioinPVCanti-shock.webp,First Corporation
Testata in PP per canale 100 Easy alto – h 100 mm,Utilizzabile come testata terminale oppure come scarico aperto Materiale: Polipropilene.,N/A,/images/first_corporation_prodotti/TestatainPPpercanale100Easyaltoh100mm.webp,First Corporation
Testata in PP per canale 100 Easy basso – h 55 mm,Utilizzabile come testata terminale oppure come scarico aperto Materiale: Polipropilene.,N/A,/images/first_corporation_prodotti/TestatainPPpercanale100Easybassoh55mm.webp,First Corporation
Testata in PP per canale 130 Easy alto – h 110 mm,Utilizzabile come testata terminale oppure come scarico aperto Materiale: Polipropilene.,N/A,/images/first_corporation_prodotti/TestatainPPpercanale130Easyaltoh110mm.webp,First Corporation
Testata in PP per canale 130 Easy alto – h 110 mm,Utilizzabile come testata terminale oppure come scarico ape Materiale: Polipropilene.,N/A,/images/first_corporation_prodotti/TestatainPPpercanale130Easyaltoh110mm.webp,First Corporation
Testata in PP per canale 130 Easy alto – h 110 mm,Utilizzabile come testata terminale oppure come scarico aperto Materiale: Polipropilene.,N/A,/images/first_corporation_prodotti/TestatainPPpercanale130Easyaltoh110mm.webp,First Corporation
Testata in PP per canale 130 Easy basso – h 70 mm,Utilizzabile come testata terminale oppure come scarico aperto Materiale: Polipropilene.,N/A,/images/first_corporation_prodotti/TestatainPPpercanale130Easybassoh70mm.webp,First Corporation
Testata in PP per canale 130 Easy basso – h 70 mm,Utilizzabile come testata terminale oppure come scarico aperto Materiale: Polipropilene.,N/A,/images/first_corporation_prodotti/TestatainPPpercanale130Easybassoh70mm.webp,First Corporation
Testata in PP per canale 130XL alto – h 200 mm,Utilizzabile come testata terminale oppure come scarico aperto Materiale: Polipropilene.,"Grigio, Nero",/images/first_corporation_prodotti/TestatainPPpercanale130XLaltoh200mm.webp,First Corporation
Testata in PP per canale 130XL basso – h 100 mm,Utilizzabile come testata terminale oppure come scarico aperto Materiale: PVC anti-shock.,Grigio,/images/first_corporation_prodotti/TestatainPPpercanale130XLbassoh100mm.webp,First Corporation
Testata in PVC per canale 100 alto – h 100 mm,Utilizzabile come: testata terminale oppure come scarico aperto Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/TestatainPVCpercanale100altoh100mm.webp,First Corporation
Testata in PVC per canale 100 basso – h 55 mm,Utilizzabile come testata terminale oppure come scarico aperto Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/TestatainPVCpercanale100bassoh55mm.webp,First Corporation
Testata in PVC per canale 100 medio – h 75 mm,Utilizzabile come: testata terminale oppure come scarico aperto Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/TestatainPVCpercanale100medioh75mm.webp,First Corporation
Testata in PVC per canale 130 alto – h 150 mm,Utilizzabile come testata terminale oppure come scarico aperto Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/TestatainPVCpercanale130altoh150mm.webp,First Corporation
Testata in PVC per canale 130 alto – h 150 mm Scarico Ø 110M mm,Utilizzabile come testata terminale oppure come scarico aperto Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/TestatainPVCpercanale130altoh150mmScaricoØ110Mmm.webp,First Corporation
Testata in PVC per canale 130 basso – h 75 mm,Utilizzabile come: testata terminale oppure come scarico aperto Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/TestatainPVCpercanale130bassoh75mm.webp,First Corporation
Testata in PVC per canale 200 alto – h 185 mm,Utilizzabile come testata terminale oppure come scarico aperto Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/TestatainPVCpercanale200altoh185mm.webp,First Corporation
Testata in PVC per canale 200 basso – h 115 mm,Utilizzabile come testata terminale oppure come scarico aperto Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/TestatainPVCpercanale200bassoh115mm.webp,First Corporation
Testata in PVC per canale 300 alto – h 265 mm,Utilizzabile come testata terminale oppure come scarico aperto Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/TestatainPVCpercanale300altoh265mm.webp,First Corporation
Testata in PVC per canale 300 basso – h 140 mm,Utilizzabile come testata terminale oppure come scarico aperto Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/TestatainPVCpercanale300bassoh140mm.webp,First Corporation
Testata in PVC per canale 400 alto – h 265 mm,Utilizzabile come testata terminale oppure come scarico aperto Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/TestatainPVCpercanale400altoh265mm.webp,First Corporation
Testata in PVC per canale 400 basso – h 175 mm,Utilizzabile come testata terminale oppure come scarico aperto Materiale: PVC anti-shock.,N/A,/images/first_corporation_prodotti/TestatainPVCpercanale400bassoh175mm.webp,First Corporation
Veletta per pozzetto,"Inseribile nelle guide verticali interne dei pozzetti con coperchio, per garantire la corretta sifonatura Materiale: Polipropilene.",N/A,/images/first_corporation_prodotti/Velettaperpozzetto.webp,First Corporation
Grondaia in PVC Modello 116,Soluzione estetica per lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Marrone, Sabbia",/images/first_corporation_prodotti/GrondaiainPVCModello116.webp,First Corporation
Grondaia in PVC Modello 100,Soluzione estetica per lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Marrone",/images/first_corporation_prodotti/GrondaiainPVCModello100.webp,First Corporation
Grondaia Cupraelite Modello 100,Soluzione estetica per lo smaltimento delle acque pluviali Materiale: PVC + rivestimento acrilico.,N/A,/images/first_corporation_prodotti/GrondaiaCupraeliteModello100.webp,First Corporation
Grondaia in PVC Modello 125,Soluzione estetica per lo smaltimento delle acque pluviali Materiale: PVC.,"Bianco, Grigio, Marrone Coestruso, Sabbia",/images/first_corporation_prodotti/GrondaiainPVCModello125.webp,First Corporation
Grondaia Effetto Metallizzato Modello 125,Soluzione estetica per lo smaltimento delle acque pluviali Materiale: PVC + Rivestimento acrilico.,"Effetto Acciaio, Effetto Ramato, Effetto Ramato Antico",/images/first_corporation_prodotti/GrondaiaEffettoMetallizzatoModello125.webp,First Corporation
Grondaia in PVC Modello 133,Soluzione estetica per lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Sabbia",/images/first_corporation_prodotti/GrondaiainPVCModello133.webp,First Corporation
Grondaia Cupraelite Modello 133,Soluzione estetica per lo smaltimento delle acque pluviali Materiale: PVC.,N/A,/images/first_corporation_prodotti/GrondaiaCupraeliteModello133.webp,First Corporation
Grondaia in PVC Modello 145,Soluzione estetica per lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Marrone",/images/first_corporation_prodotti/GrondaiainPVCModello145.webp,First Corporation
Grondaia Cupraelite Modello 145,Soluzione estetica per lo smaltimento delle acque pluviali Materiale: PVC + Rivestimento acrilico.,N/A,/images/first_corporation_prodotti/GrondaiaCupraeliteModello145.webp,First Corporation
Grondaia in PVC Modello Best,Soluzione estetica per lo smaltimento delle acque pluviali Materiale: PVC.,"Effetto Ramato, Marrone Coestruso, Sabbia",/images/first_corporation_prodotti/GrondaiainPVCModelloBest.webp,First Corporation
Grondaia in PVC Modello G86,Soluzione estetica per lo smaltimento delle acque pluviali Materiale: PVC.,N/A,/images/first_corporation_prodotti/GrondaiainPVCModelloG86.webp,First Corporation
Grondaia in PVC Modello G2,Soluzione estetica per lo smaltimento delle acque pluviali Materiale: PVC.,N/A,/images/first_corporation_prodotti/GrondaiainPVCModelloG2.webp,First Corporation
Grondaia in PVC Modello Best Cupraelite,Soluzione estetica per lo smaltimento delle acque pluviali Materiale: PVC + Rivestimento ASA.,N/A,/images/first_corporation_prodotti/GrondaiainPVCModelloBestCupraelite.webp,First Corporation
Grondaia in PVC Modello 100×110,Soluzione estetica per lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Marrone",/images/first_corporation_prodotti/GrondaiainPVCModello100110.webp,First Corporation
Braga semplice 45°,Consente l’incanalamento dello scolo dell’acqua direttamente al suolo ed è progettata per collegarsi al tubo pluviale Materiale: PVC.,"Bianco, Grigio, Marrone, Sabbia",/images/first_corporation_prodotti/Bragasemplice45.webp,First Corporation
Braga semplice 45° Effetto Metallizzato,Consente l’incanalamento dello scolo dell’acqua direttamente al suolo ed è progettata per collegarsi al tubo pluviale Materiale: PVC.,"Effetto Ramato, Effetto Ramato Antico",/images/first_corporation_prodotti/Bragasemplice45EffettoMetallizzato.webp,First Corporation
Braga semplice 67°30′,Consente l’incanalamento dello scolo dell’acqua direttamente al suolo ed è progettata per collegarsi al tubo pluviale Materiale: PVC.,"Bianco, Grigio, Sabbia",/images/first_corporation_prodotti/Bragasemplice6730.webp,First Corporation
Braga semplice 67°30′ Effetto Metallizzato,Consente l’incanalamento dello scolo dell’acqua direttamente al suolo ed è progettata per collegarsi al tubo pluviale Materiale: PVC.,"Effetto Ramato, Effetto Ramato Antico",/images/first_corporation_prodotti/Bragasemplice6730EffettoMetallizzato.webp,First Corporation
Braga quadra 67°30′,Consente l’incanalamento dello scolo dell’acqua direttamente al suolo ed è progettata per collegarsi al tubo pluviale Materiale: PVC.,"Grigio, Marrone",/images/first_corporation_prodotti/Bragaquadra6730.webp,First Corporation
Cicogna con staffa in PVC per Grondaia 116,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Marrone, Sabbia",/images/first_corporation_prodotti/CicognaconstaffainPVCperGrondaia116.webp,First Corporation
Cicogna con staffa zincata per Grondaia 100,Supporto per installazione canale di gronda Materiale: PVC.,"Grigio, Marrone",/images/first_corporation_prodotti/CicognaconstaffazincataperGrondaia100.webp,First Corporation
Cicogna con staffa zincata per Grondaia Cupraelite 100,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: METALLO+PVC.,N/A,/images/first_corporation_prodotti/CicognaconstaffazincataperGrondaiaCupraelite100.webp,First Corporation
Cicogna con staffa zincata per Grondaia Cupraelite 100,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: Metallo + PVC.,N/A,/images/first_corporation_prodotti/CicognaconstaffazincataperGrondaiaCupraelite100.webp,First Corporation
Cicogna doppia in lamiera per Grondaia G2, Materiale: PVC.,N/A,/images/first_corporation_prodotti/CicognadoppiainlamieraperGrondaiaG2.webp,First Corporation
Cicogna doppia in lamiera verniciata per Grondaia G86, Materiale: PVC.,N/A,/images/first_corporation_prodotti/CicognadoppiainlamieraverniciataperGrondaiaG86.webp,First Corporation
Cicogna doppia per Grondaia 145, Materiale: LAMIERA VERNICIATA.,"Grigio, Marrone",/images/first_corporation_prodotti/CicognadoppiaperGrondaia145.webp,First Corporation
Cicogna in lamiera verniciata per Grondaia 100, Materiale: Lamiera Verniciata.,"Grigio, Marrone",/images/first_corporation_prodotti/CicognainlamieraverniciataperGrondaia100.webp,First Corporation
Cicogna in lamiera verniciata per Grondaia 125,Cicogna in lamiera verniciata Materiale: LAMIERA VERNICIATA.,"Bianco, Grigio, Marrone, Sabbia",/images/first_corporation_prodotti/CicognainlamieraverniciataperGrondaia125.webp,First Corporation
Cicogna in lamiera verniciata per Grondaia Effetto Metallizzato 125,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: Lamiera verniciata.,"Effetto Acciaio, Effetto Ramato, Ramato Antico",/images/first_corporation_prodotti/CicognainlamieraverniciataperGrondaiaEffettoMetallizzato125.webp,First Corporation
Cicogna in lamiera verniciata per Grondaia Modello Best, Materiale: LAMIERA VERNICIATA.,N/A,/images/first_corporation_prodotti/CicognainlamieraverniciataperGrondaiaModelloBest.webp,First Corporation
Cicogna in lamiera verniciata per Grondaia Modello Best Cupraelite,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: LAMIERA VERNICIATA.,N/A,/images/first_corporation_prodotti/CicognainlamieraverniciataperGrondaiaModelloBestCupraelite.webp,First Corporation
Cicogna in PVC per Grondaia 100,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Marrone",/images/first_corporation_prodotti/CicognainPVCperGrondaia100.webp,First Corporation
Cicogna in PVC per Grondaia 116,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Marrone, Sabbia",/images/first_corporation_prodotti/CicognainPVCperGrondaia116.webp,First Corporation
Cicogna in PVC per Grondaia 125,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Bianco, Grigio, Marrone, Sabbia",/images/first_corporation_prodotti/CicognainPVCperGrondaia125.webp,First Corporation
Cicogna in PVC per Grondaia 133,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Sabbia",/images/first_corporation_prodotti/CicognainPVCperGrondaia133.webp,First Corporation
