name,marca,descrizione,image_url
LASER 23 SPRAY,Boero,"Laser 23 Spray è una soluzione risanante antimuffa pronta all'uso a vasto spettro d'azione, efficace nella pulizia di pareti interne degradate da muffe e alghe, anche nelle condizioni più severe di contaminazione. Particolarmente efficace e facile da applicare grazie al comodo flacone spray. Ottimizza e completa il ciclo per il risanamento e la protezione degli ambienti soggetti a formazione di condensa e muffa “I Risananti” Boero.",N/D
LASER FISSATIVO ANTIMUFFA,Boero,"Laser Fissativo Antimuffa è un fissativo isolante primer antimuffa a base di resine acriliche in emulsione. Il prodotto, applicato sulle superfici murali, uniforma zone a diverso assorbimento, consolida supporti poco coerenti e migliora l’ancoraggio delle successive mani di idropittura. Idoneo per qualsiasi tipo di supporto interno, anche se leggermente sfarinante. Grazie alle sostanze attive presenti, l’intero ciclo professionale i Risananti Boero risulta essere più protetto dall’azione aggressiva di muffe, funghi e alghe.",N/D
LASER 55,Boero,"Laser 55 è un additivo antimuffa per pittura ad azione permanente, per uso professionale, miscibile con ogni tipo di idropittura e rivestimento per esterni, come quarzi. Attivo nel prevenire e contrastare la formazione e proliferazione di muffe, muschi e alghe su pareti interne ed esterne. Ideale per ambienti soggetti a forte umidità e condensa, come bagni, cucine e garage. Ottimizza e completa il ciclo per il risanamento e la protezione degli ambienti soggetti a formazione di condensa e muffa i Risananti Boero.",N/D
SANYA SMALTO MURALE SATINATO,Boero,"Sanya Smalto Murale Satinato è uno smalto murale igienizzante batteriostatico satinato all'acqua, agli ioni d’argento per una profonda e duratura protezione del film da batteri, germi, muffe e bioinfestanti. È caratterizzato da eccellente copertura e lavabilità (Classe 1), resistenze superiori all’usura, all’abrasione, alla detersione e ai disinfettanti e con ridotta presa di sporco. Inodore e privo di solventi. Rispetta i criteri 7.1, 7.2 (requisiti essenziali), 8.1 (requisiti particolari) della norma UNI 11021-2002 relativa alla metodologia HACCP per la verniciatura di ambienti con presenza di alimenti. Formaldeide free (formaldeide inferiore ai limiti di soglia di rilevazione strumentale e non intenzionalmente aggiunta). Con certificazione IAQ (Indoor Air Quality – Qualità dell’Aria Interna) A+. Con certificato di qualità ambientale EPD®.",N/D
SANYA SMALTO MURALE OPACO,Boero,"Sanya Smalto Murale Opaco è uno smalto murale igienizzante batteriostatico opaco all'acqua, agli ioni d’argento per una profonda e duratura protezione del film da batteri, germi, muffe e bioinfestanti. È caratterizzato da eccellente copertura e lavabilità (Classe 1) e resistenze superiori all’usura, all’abrasione, alla detersione e ai disinfettanti. Ridotta presa di sporco. Inodore e privo di solventi. Rispetta i criteri 7.1, 7.2 (requisiti essenziali), 8.1 (requisiti particolari) della norma UNI 11021-2002 relativa alla metodologia HACCP per la verniciatura di ambienti con presenza di alimenti. Formaldeide free (formaldeide inferiore ai limiti di soglia di rilevazione strumentale e non intenzionalmente aggiunta). Con certificazione IAQ (Indoor Air Quality – Qualità dell’Aria Interna) A+. Con certificato di qualità ambientale EPD® e conforme ai Criteri Ambientali Minimi (CAM).",N/D
SANYA PITTURA,Boero,"Sanya Pittura è una idropittura lavabile igienizzante batteriostatica extra opaca, che sfrutta le proprietà batteriostatiche degli ioni d’argento con cui è additivata per garantire una profonda e duratura protezione delle superfici dalla proliferazione dei batteri e dagli attacchi di muffe. È caratterizzata da copertura superiore, eccellente opacità e resistente ai lavaggi continuativi. Migliora la salubrità degli spazi in cui è applicata ed è rispettosa dei soggetti sensibili e dell’ambiente.
Formaldeide free (formaldeide inferiore ai limiti di soglia di rilevazione strumentale e non intenzionalmente aggiunta). Con certificazione IAQ (Indoor Air Quality – Qualità dell’Aria Interna) A+. Con certificato di qualità ambientale EPD®.",N/D
ILLUMYA,Boero,"Illumya è una pittura fotocatalitica purificante, a base di nanotitanio fotocatalitico. Grazie alle eccellenti proprietà autopulenti e riequilibranti purifica l’aria abbattendo il ristagno di sostanze inquinanti e di odori persistenti. Inibisce la proliferazione di batteri, germi e muffe. Il processo risanante si attiva in modo autonomo attraverso fonti luminose naturali o artificiali. Assicura massima cura delle pareti e delle cromie senza invasivi interventi meccanici o con sostanze sgrassanti aggressive. Altamente traspirante, è idonea su supporti minerali e ambienti ad alta frequentazione. Formaldeide free (formaldeide inferiore ai limiti di soglia di rilevazione strumentale e non intenzionalmente aggiunta). Con certificato di qualità ambientale EPD® e conforme ai Criteri Ambientali Minimi (CAM).",N/D
SOLARYA 65,Boero,"Solarya 65 è una pittura autopulente fotocatalitica silossanica, a base di nanotitanio fotocatalitico. Elevata permeabilità al vapore. Ottima idrorepellenza e resistenza agli agenti atmosferici. Bassa ritenzione di sporco. Eccellenti proprietà autopulenti: contribuisce alla purificazione dell’aria con cui viene a contatto trasformando fino al 65% dei gas nocivi ivi presenti, esempio i NOx, in sostanze a basso o nullo impatto inquinante. Inibisce la formazione di microrganismi, garantendo un’efficace azione antialga e antimuffa. Con certificato di qualità ambientale EPD®. Risponde ai Criteri Ambientali Minimi (C.A.M.) necessari per l’affidamento di servizi di progettazione e lavori per la costruzione, ristrutturazione e manutenzione di edifici pubblici, secondo il D.M. del 23 giugno 2022 (si rimanda alla scheda tecnica del prodotto).",N/D
BELLARYA,Boero,"Bellarya è una pittura ipoallergenica lavabile, d’alta qualità, a base di materie prime al 90% di origine naturale. Non contiene solventi, metalli pesanti, conservanti, biocidi. Praticamente esente da composti organici volatili (V.O.C.) e totalmente inodore. Ottima resa e copertura con eccezionale punto di bianco. Indicata per tutti gli spazi interni e per gli ambienti destinati al soggiorno dei soggetti più sensibili.
Formaldeide free (formaldeide inferiore ai limiti di soglia di rilevazione strumentale e non intenzionalmente aggiunta), testata ipoallergenica, dotata di certificazione IAQ (Indoor Air Quality – Qualità dell’Aria Interna) A+ e con certificazione di qualità ambientale EPD®.",N/D
BOERO ECO LAVABILE,Boero,"Boero Eco Lavabile è una pittura lavabile Ecolabel, ideale per finiture di pregio, con ottima resistenza al lavaggio e bassa presa di sporco. Facile da applicare, con buon potere coprente, buon punto di bianco e buona pennellabilità. Idonea a proteggere e decorare ambienti domestici o professionali. Dotata di certificato Ecolabel. L'ottenimento della certificazione Ecolabel, un marchio di qualità ecologica riconosciuto in tutti i Paesi Membri dell’Unione Europea, attesta che il prodotto è stato realizzato non solo garantendo elevati standard prestazionali ma anche rispettando rigorosi criteri ecologici: uso di pigmenti derivanti da processi eco compatibili, assenza di metalli pesanti e sostanze tossiche, rilascio minimo di sostanze organiche volatili e ridotto impatto ambientale durante l’intero ciclo di vita del prodotto, a partire dalla scelta delle materie prime, dal processo produttivo, fino allo smaltimento finale.
Formaldeide free (formaldeide inferiore ai limiti di soglia di rilevazione strumentale e non intenzionalmente aggiunta). Dotata di certificazione IAQ (Indoor Air Quality – Qualità dell’Aria Interna) A+ e di certificazione di qualità ambientale EPD®.
Risponde ai Criteri Ambientali Minimi (C.A.M.) necessari per l’affidamento di servizi di progettazione e lavori per la costruzione, ristrutturazione e manutenzione di edifici pubblici, secondo il D.M. del 23 giugno 2022 (si rimanda alla scheda tecnica del prodotto).",N/D
BOERO ECO TRASPIRANTE,Boero,"Boero Eco Traspirante è una pittura traspirante Ecolabel con ottima traspirabilità, buona copertura e buon punto di bianco. Particolarmente indicata per ambienti soggetti alla formazione di umidità, come i bagni e le cucine, e per le partiture superiori delle stanze (soffitti). Dotata di certificato Ecolabel. L'ottenimento della certificazione Ecolabel, un marchio di qualità ecologica riconosciuto in tutti i Paesi Membri dell’Unione Europea, attesta che il prodotto è stato realizzato non solo garantendo elevati standard prestazionali ma anche rispettando rigorosi criteri ecologici: uso di pigmenti derivanti da processi eco compatibili, assenza di metalli pesanti e sostanze tossiche, rilascio minimo di sostanze organiche volatili e ridotto impatto ambientale durante l’intero ciclo di vita del prodotto, a partire dalla scelta delle materie prime, dal processo produttivo, fino allo smaltimento finale. Formaldeide free (formaldeide inferiore ai limiti di soglia di rilevazione strumentale e non intenzionalmente aggiunta). Con certificazione IAQ (Indoor Air Quality – Qualità dell’Aria Interna) A+. Con certificazione di qualità ambientale EPD®.
Risponde ai Criteri Ambientali Minimi (C.A.M.) necessari per l’affidamento di servizi di progettazione e lavori per la costruzione, ristrutturazione e manutenzione di edifici pubblici, secondo il D.M. del 23 giugno 2022 (si rimanda alla scheda tecnica del prodotto).",N/D
GARDA,Boero,"Garda, finitura a effetto sabbiato metallico, permette di ottenere con facilità preziose ed elaborate decorazioni con effetto perlescente/metallescente. È ideale per la decorazione di superfici interne in ambienti quali abitazioni private, saloni, negozi, uffici, locali pubblici e altri, sia in stile classico che in stile moderno. Grazie alla sua facile applicazione, la pittura a effetto decorativo Garda di Boero, consente di personalizzare ogni ambiente e di mascherare eventuali imperfezioni del supporto.",N/D
SIRMIONE,Boero,"Sirmione è una finitura decorativa con punti luce a base acquosa, contenente minuscoli frammenti luminosi al suo interno e formulata con materie prime selezionate e a più basso impatto ambientale possibile (V.O.C. prossimo a zero). Di facile applicazione - si può utilizzare il rullo - permette di ottenere pregiati effetti, ideali per la decorazione di superfici interne, in ambienti quali abitazioni private, saloni, negozi, uffici, locali pubblici ed altri, sia in stile classico che in stile moderno, in splendide tinte moda.",N/D
ARONA,Boero,"Arona è una finitura a effetto velatura che consente di ottenere con facilità pregiati effetti, ideali per la decorazione di superfici interne, in ambienti quali abitazioni private, saloni, negozi, uffici e locali pubblici, sia in stile classico che in stile moderno. Conferisce al supporto un gradevole effetto semitrasparente, in contrasto con il colore del fondo. Le diverse metodologie applicative e il tipo di attrezzi utilizzati permettono di ottenere svariate soluzioni decorative.",N/D
BELLAGIO,Boero,"Bellagio è una finitura con riflessi perlescenti che consente di ottenere con facilità pregiati effetti, ideali per la decorazione di superfici interne, in ambienti quali abitazioni private, saloni, negozi, uffici, locali pubblici ed altri, sia in stile classico che in stile moderno, creando un effetto delicatamente metallescente.",N/D
STRESA,Boero,"Stresa è uno stucco vellutato con effetti luce per interni, che conferisce alle superfici trattare un effetto stucco metallico cangiante. Consente di personalizzare con facilità superfici interne, in ambienti quali abitazioni private, saloni, negozi, uffici, locali pubblici ed altri, sia in stile classico che in stile moderno. Grazie alla particolare formulazione è possibile ottenere un sorprendente effetto vellutato/cangiante con sfumature metallizzate.",N/D
FONDO ARTDECOR,Boero,"Fondo Artdecor è un fondo per finiture decorative, mascherante ad alta resa, ottimizzato per l’applicazione della linea di finiture decorative Artdecor di Boero. Facile da applicare, permette una preparazione ottimale delle pareti aiutando ad uniformare il supporto e a mascherare eventuali piccole imperfezioni dello stesso. Grazie alla sua specifica formulazione, rende più semplice l’applicazione delle finiture decorative.",N/D
HABITAT,Boero,"Habitat è una pittura antialga a granulometria fine a base di plastoriti micronizzate e con elevata resistenza agli agenti atmosferici e inquinanti. Dotata di buona copertura, è versatile e maschera eventuali piccole imperfezioni del supporto, grazie alle particolari cariche contenute che conferiscono al prodotto un elevato potere riempitivo. Speciali additivi proteggono il film dall’aggressione di alghe e muffe. Conforme alla norma DIN 4108.3 sulla protezione delle facciate. Conforme alle norme UNI EN 15457 (resistenza alla crescita dei funghi) e UNI EN 15458 (resistenza alla crescita delle alghe). Con certificato di qualità ambientale EPD®. Risponde ai Criteri Ambientali Minimi (C.A.M.) necessari per l’affidamento di servizi di progettazione e lavori per la costruzione, ristrutturazione e manutenzione di edifici pubblici, secondo il D.M. del 23 giugno 2022 (si rimanda alla scheda tecnica del prodotto).",N/D
GAMMA,Boero,"Gamma è una pittura antialga al quarzo con buona resistenza agli agenti atmosferici. Il contenuto di quarzo a granulometria controllata conferisce al prodotto buone proprietà riempitive, che permettono di mascherare piccole imperfezioni del supporto. Speciali additivi proteggono il film dall’aggressione di alghe e muffe. È idonea per la protezione e la decorazione di edifici nuovi o in ristrutturazione.
Conforme alle norme UNI EN 15457 (resistenza alla crescita dei funghi) e UNI EN 15458 (resistenza alla crescita delle alghe) e dotato di certificato di qualità ambientale EPD®. Risponde ai Criteri Ambientali Minimi (C.A.M.) necessari per l’affidamento di servizi di progettazione e lavori per la costruzione, ristrutturazione e manutenzione di edifici pubblici, secondo il D.M. del 23 giugno 2022 (si rimanda alla scheda tecnica del prodotto).",N/D
BIQUARZ 1.0,Boero,"Biquarz 1.0 è un rivestimento a spessore antialga a base di polimeri acrilici 1 mm con eccezionali resistenze agli agenti atmosferici e all’abrasione. L’elevato spessore applicato (fino a 1 mm) permette di eliminare le eventuali imperfezioni del supporto ottenendo una finitura tipo “arenino”, mantenendo al contempo una buona permeabilità al vapore acqueo. Speciali additivi proteggono il film dall’aggressione di alghe e muffe. Eccezionale lavorabilità. Conforme alle norme UNI EN 15457 (resistenza alla crescita dei funghi) e UNI EN 15458 (resistenza alla crescita delle alghe). Con certificato di qualità ambientale EPD®.",N/D
BIQUARZ 1.5,Boero,"Biquarz 1.5 è un rivestimento a spessore antialga a base di polimeri acrilici 1.5 mm con eccezionali resistenze agli agenti atmosferici e all’abrasione. L’elevato spessore applicato (fino a 1.5 mm) permette di eliminare le eventuali imperfezioni del supporto ottenendo una finitura tipo “arenino”, mantenendo al contempo una buona permeabilità al vapore acqueo. Speciali additivi proteggono il film dall’aggressione di alghe e muffe. Eccezionale lavorabilità. Conforme alle norme UNI EN 15457 (resistenza alla crescita dei funghi) e UNI EN 15458 (resistenza alla crescita delle alghe). Con certificato di qualità ambientale EPD®.",N/D
BOEROKOMPATT PLUS,Boero,"BoeroKompatt Plus è una pittura riempitiva al quarzo con buon potere coprente, buona resistenza agli agenti atmosferici e buona adesione. Il contenuto di quarzo a granulometria controllata conferisce al prodotto buon potere riempitivo. Maschera facilmente eventuali piccole imperfezioni del supporto. Idonea per la protezione e la decorazione di edifici nuovi o in fase di ristrutturazione.",N/D
FONDO P378,Boero,"Fondo P378 è un fondo pigmentato a base di resine acriliche ideale come primer per la realizzazione di finiture con prodotti a spessore acrilici, acrilsilossanici, elastomerici e rivestimenti tradizionali. Conferisce ai supporti uniformità di coloritura, semplificando la copertura dei prodotti di finitura. Permette di uniformare l’assorbimento delle malte cementizie prima delle successive applicazioni. Con certificato di qualità ambientale EPD®. Risponde ai Criteri Ambientali Minimi (C.A.M.) necessari per l’affidamento di servizi di progettazione e lavori per la costruzione, ristrutturazione e manutenzione di edifici pubblici, secondo il D.M. del 23 giugno 2022 (si rimanda alla scheda tecnica del prodotto).",N/D
FONDO RIEMPITIVO ACRILICO 0.3,Boero,"Fondo Riempitivo Acrilico 0.3 è un fondo pigmentato riempitivo acrilico 0.3 dotato di elevato potere riempitivo in grado di migliorare l’aspetto del supporto nel caso siano presenti rappezzi, disuniformità granulometriche nei supporti e microcavillature statiche. La natura acrilica del legante garantisce ottima adesione ed elevato potere uniformante dell’assorbimento del substrato a vantaggio della resa e dell’aspetto della finitura. Ricopribile con prodotti silossanici e sintetici. Con certificato di qualità ambientale EPD®. Risponde ai Criteri Ambientali Minimi (C.A.M.) necessari per l’affidamento di servizi di progettazione e lavori per la costruzione, ristrutturazione e manutenzione di edifici pubblici, secondo il D.M. del 23 giugno 2022 (si rimanda alla scheda tecnica del prodotto).",N/D
FONDO RIEMPITIVO ACRILICO 0.5,Boero,"Fondo Riempitivo Acrilico 0.5 è un fondo pigmentato riempitivo acrilico 0.5 dotato di elevato potere riempitivo e in grado di migliorare l’aspetto del supporto nel caso siano presenti rappezzi, disuniformità granulometriche nei supporti e microcavillature statiche. La natura acrilica del legante garantisce ottima adesione ed elevato potere uniformante dell’assorbimento del substrato a vantaggio della resa e dell’aspetto della finitura. È ricopribile con prodotti silossanici e sintetici. Con certificato di qualità ambientale EPD®. Risponde ai Criteri Ambientali Minimi (C.A.M.) necessari per l’affidamento di servizi di progettazione e lavori per la costruzione, ristrutturazione e manutenzione di edifici pubblici, secondo il D.M. del 23 giugno 2022 (si rimanda alla scheda tecnica del prodotto).",N/D
FONDO 140,Boero,"Fondo 140 è un fondo consolidante universale non pigmentato a solvente, a base di speciali resine acriliche. Si applica su supporti nuovi per contenere l’eventuale alcalinità residua delle malte cementizie e per uniformare gli assorbimenti. Sui supporti vecchi si applica per migliorare l’ancoraggio dei prodotti di finitura e per consolidare superfici leggermente sfarinanti o poco coerenti.",N/D
BIQUARZ ACRILSILOSSANICO 1.2 COMPATTO,Boero,"Biquarz Acrilsilossanico 1.2 Compatto è un rivestimento a spessore acrilsilossanico fibrorinforzato 1.2 a rasatura compatta, con fibre che ne migliorano la coesione, prolungando la tenuta del rivestimento, anche in presenza di microcavillature. Con Tecnologia MBI (Microbiocida Incapsulato) per una costante ed efficace protezione del film dall’attacco di microrganismi quali muffe e alghe. Tempo aperto ottimizzato e ottima lavorabilità, senza sprechi. Piacevole scorrevolezza e velocità di posa. Specifico per la finitura di sistemi di isolamento termico a cappotto Boerotherm.
Conforme alle norme DIN 4108-3 (protezione delle facciate), UNI EN 15457 (resistenza alla crescita dei funghi) e UNI EN 15458 (resistenza alla crescita delle alghe). Risponde ai Criteri Ambientali Minimi (C.A.M.) necessari per l’affidamento di servizi di progettazione e lavori per la costruzione, ristrutturazione e manutenzione di edifici pubblici, secondo il D.M. del 23 giugno 2022 (si rimanda alla scheda tecnica del prodotto).",N/D
BIQUARZ ACRILSILOSSANICO 1.2,Boero,"Biquarz Acrilsilossanico 1.2 è un rivestimento a spessore acrilsilossanico fibrorinforzato 1.2, con fibre che ne migliorano la coesione, prolungando la tenuta del rivestimento, anche in presenza di microcavillature. Con Tecnologia MBI (Microbiocida Incapsulato) per una costante ed efficace protezione del film dall’attacco di microrganismi quali muffe e alghe. Tempo aperto ottimizzato e ottima lavorabilità, senza sprechi. Piacevole scorrevolezza e velocità di posa. Specifico per la finitura di sistemi di isolamento termico a cappotto Boerotherm.
Conforme alle norme DIN 4108-3 (protezione delle facciate), UNI EN 15457 (resistenza alla crescita dei funghi) e UNI EN 15458 (resistenza alla crescita delle alghe). Con certificato di qualità ambientale EPD®. Risponde ai Criteri Ambientali Minimi (C.A.M.) necessari per l’affidamento di servizi di progettazione e lavori per la costruzione, ristrutturazione e manutenzione di edifici pubblici, secondo il D.M. del 23 giugno 2022 (si rimanda alla scheda tecnica del prodotto).",N/D
BIQUARZ ACRILSILOSSANICO 1.0,Boero,"Biquarz Acrilsilossanico 1.0 è un rivestimento a spessore acrilsilossanico fibrorinforzato 1.0, con fibre che ne migliorano la coesione, prolungando la tenuta del rivestimento, anche in presenza di microcavillature. Con Tecnologia MBI (Microbiocida Incapsulato) per una costante ed efficace protezione del film dall’attacco di microrganismi quali muffe e alghe. Tempo aperto ottimizzato ed ottima lavorabilità, senza sprechi. Piacevole scorrevolezza e velocità di posa. Specifico per la finitura di sistemi di isolamento termico a cappotto Boerotherm.
Conforme alle norme DIN 4108-3 (protezione delle facciate), UNI EN 15457 (resistenza alla crescita dei funghi) e UNI EN 15458 (resistenza alla crescita delle alghe). Con certificato di qualità ambientale EPD®. Risponde ai Criteri Ambientali Minimi (C.A.M.) necessari per l’affidamento di servizi di progettazione e lavori per la costruzione, ristrutturazione e manutenzione di edifici pubblici, secondo il D.M. del 23 giugno 2022 (si rimanda alla scheda tecnica del prodotto).",N/D
BIQUARZ ACRILSILOSSANICO 1.5,Boero,"Biquarz Acrilsilossanico 1.5 è un rivestimento a spessore acrilsilossanico fibrorinforzato 1.5, con fibre che ne migliorano la coesione, prolungando la tenuta del rivestimento, anche in presenza di microcavillature. Con Tecnologia MBI (Microbiocida Incapsulato) per una costante ed efficace protezione del film dall’attacco di microrganismi quali muffe e alghe. Tempo aperto ottimizzato ed ottima lavorabilità, senza sprechi. Piacevole scorrevolezza e velocità di posa. Specifico per la finitura di sistemi di isolamento termico a cappotto Boerotherm.
Conforme alle norme DIN 4108-3 (protezione delle facciate), UNI EN 15457 (resistenza alla crescita dei funghi) e UNI EN 15458 (resistenza alla crescita delle alghe). Con certificato di qualità ambientale EPD®. Risponde ai Criteri Ambientali Minimi (C.A.M.) necessari per l’affidamento di servizi di progettazione e lavori per la costruzione, ristrutturazione e manutenzione di edifici pubblici, secondo il D.M. del 23 giugno 2022 (si rimanda alla scheda tecnica del prodotto).",N/D
ACRIS,Boero,"Acris è una pittura antialga acrilsilossanica con elevata resistenza agli agenti atmosferici, basso assorbimento d’acqua e buona permeabilità al vapore. Grazie alle particolari cariche, è dotata di ottimo potere coprente e capacità di mascherare eventuali piccole imperfezioni del supporto. Speciali additivi proteggono il film dall’aggressione di alghe e muffe. Conforme alle norme UNI EN 15457 (resistenza alla crescita dei funghi) e UNI EN 15458 (resistenza alla crescita delle alghe). Con certificato di qualità ambientale EPD®.  Risponde ai Criteri Ambientali Minimi (C.A.M.) necessari per l’affidamento di servizi di progettazione e lavori per la costruzione, ristrutturazione e manutenzione di edifici pubblici, secondo il D.M. del 23 giugno 2022 (si rimanda alla scheda tecnica del prodotto).",N/D
FONDO P378,Boero,"Fondo P378 è un fondo pigmentato a base di resine acriliche ideale come primer per la realizzazione di finiture con prodotti a spessore acrilici, acrilsilossanici, elastomerici e rivestimenti tradizionali. Conferisce ai supporti uniformità di coloritura, semplificando la copertura dei prodotti di finitura. Permette di uniformare l’assorbimento delle malte cementizie prima delle successive applicazioni. Con certificato di qualità ambientale EPD®. Risponde ai Criteri Ambientali Minimi (C.A.M.) necessari per l’affidamento di servizi di progettazione e lavori per la costruzione, ristrutturazione e manutenzione di edifici pubblici, secondo il D.M. del 23 giugno 2022 (si rimanda alla scheda tecnica del prodotto).",N/D
ARIETE,Boero,"Ariete è una pittura antialga silossanica con elevata permeabilità al vapore, basso assorbimento d’acqua e idrorepellenza. La versatilità di impiego, l’ottima adesione su tutti i tipi di supporto murario e l’estrema facilità di applicazione, la rendono particolarmente indicata per la protezione di edifici storici e per la tinteggiatura di costruzioni moderne. Speciali additivi proteggono il film dall’aggressione di alghe e muffe.
Conforme alla norma DIN 4108-3 sulla protezione delle facciate, conforme alle norme UNI EN 15457 (resistenza alla crescita dei funghi) e UNI EN 15458 (resistenza alla crescita delle alghe) e con certificato di qualità ambientale EPD®.",N/D
ARIETE INTONACO 1.0,Boero,"Ariete Intonaco 1.0 è una pittura antialga silossanica a spessore 1.0 contraddistinta da elevata permeabilità al vapore, idrorepellenza, resistenza agli agenti atmosferici e inquinanti e da eccezionale lavorabilità. Permette di eliminare le eventuali imperfezioni del supporto ottenendo una finitura tipo “arenino” (spessore applicato fino a 1.0 mm). Speciali additivi proteggono il film dall’aggressione di alghe e muffe.
Conforme alla norma DIN 4108-3 sulla protezione delle facciate, conforme alle norme UNI EN 15457 (resistenza alla crescita dei funghi) e UNI EN 15458 (resistenza alla crescita delle alghe) e dotata di certificato di qualità ambientale EPD®.",N/D
ARIETE INTONACO 1.5,Boero,"Ariete Intonaco 1.5 è una pittura antialga silossanica a spessore 1.5 contraddistinta da elevata permeabilità al vapore, idrorepellenza, resistenza agli agenti atmosferici e inquinanti e da eccezionale lavorabilità. Permette di eliminare le eventuali imperfezioni del supporto ottenendo una finitura tipo “arenino” (spessore applicato fino a 1.5 mm). Speciali additivi proteggono il film dall’aggressione di alghe e muffe.
Conforme alla norma DIN 4108-3 sulla protezione delle facciate, conforme alle norme UNI EN 15457 (resistenza alla crescita dei funghi) e UNI EN 15458 (resistenza alla crescita delle alghe) e dotata di certificato di qualità ambientale EPD®.",N/D
ARIETE FONDO 318,Boero,"Ariete Fondo 318 è un fondo consolidante e idrofobizzante a base di resine silossaniche con eccezionali caratteristiche di penetrazione nel substrato. Diminuisce e uniforma l’assorbimento del supporto senza impedire la trasmissione del vapore acqueo e riduce la migrazione verso la superficie dei sali prodotti dalla carbonatazione del supporto nel caso di intonaci nuovi non ancora perfettamente maturi.
Con certificato di qualità ambientale EPD®. Risponde ai Criteri Ambientali Minimi (C.A.M.) necessari per l’affidamento di servizi di progettazione e lavori per la costruzione, ristrutturazione e manutenzione di edifici pubblici, secondo il D.M. del 23 giugno 2022 (si rimanda alla scheda tecnica del prodotto).",N/D
ARIETE FONDO 319,Boero,"Ariete Fondo 319 è un fondo pigmentato a base di resine acrilsilossaniche da utilizzare per la preparazione del supporto prima dell’impiego di sistemi applicativi a spessore. Uniforma zone a diverso assorbimento e riconsolida il supporto. Ideale anche come primer per i sistemi armati minerali.
Con certificato di qualità ambientale EPD®.",N/D
IDROREPELLENTE 182,Boero,"Idrorepellente 182 è un idrofobizzante silossanico trasparente a base solvente con ottima resistenza agli agenti atmosferici. Crea un’efficace protezione dalla pioggia battente senza alterare la traspirabilità del supporto e preservando l’aspetto estetico finale della finitura su cui viene applicato. Adatto per idrofobizzare supporti cementizi e lapidei a vista, come mattoni, pietre calcaree e intonaci o supporti in muratura precedentemente trattati con prodotti porosi, come silicati o calci.",N/D
FONDO P378,Boero,"Fondo P378 è un fondo pigmentato a base di resine acriliche ideale come primer per la realizzazione di finiture con prodotti a spessore acrilici, acrilsilossanici, elastomerici e rivestimenti tradizionali. Conferisce ai supporti uniformità di coloritura, semplificando la copertura dei prodotti di finitura. Permette di uniformare l’assorbimento delle malte cementizie prima delle successive applicazioni. Con certificato di qualità ambientale EPD®. Risponde ai Criteri Ambientali Minimi (C.A.M.) necessari per l’affidamento di servizi di progettazione e lavori per la costruzione, ristrutturazione e manutenzione di edifici pubblici, secondo il D.M. del 23 giugno 2022 (si rimanda alla scheda tecnica del prodotto).",N/D
LITOSIL,Boero,"Litosil è una pittura minerale a base di silicato di potassio e stabilizzatori organici conforme alle norme DIN 4108-3 sulla protezione delle facciate e DIN 18363 secondo la quale un prodotto si può definire minerale se contiene meno del 5% di sostanze organiche. È contraddistinta da elevatissima permeabilità al vapore acqueo e ottima adesione al supporto. Idonea nel restauro di edifici storici, palazzi di rilevanza artistica e architettonica e, in generale, nei casi in cui sia richiesta massima traspirabilità. Con certificato di qualità ambientale EPD®.",N/D
LITOSIL FONDO 321,Boero,"Litosil Fondo 321 è un fissativo minerale a base di silicato di potassio puro per finitura liscia indicato nei sistemi di pitturazione ai silicati. Forma un reticolo cristallino con il substrato minerale, quindi è applicabile solo su supporti a base calce, dei quali aumenta le resistenze agli agenti atmosferici e all'inquinamento. È utilizzabile anche per la diluizione del Litosil nel caso si vogliano ottenere effetti decorativi come velature e stracciature.
Con certificato di qualità ambientale EPD®.",N/D
FONDO DI COLLEGAMENTO,Boero,"Fondo Di Collegamento è un fondo pigmentato minerale a base di silicato di potassio e leganti organici con granulometria ≤ 0.4 mm. Idoneo come mano di preparazione su vecchi supporti già pitturati con prodotti sintetici per la successiva applicazione di Litosil o di altri prodotti di finitura minerali. Uniforma i diversi assorbimenti del supporto e ne migliora l’aspetto nel caso siano presenti rappezzi o irregolarità. La particolare struttura del film maschera le microfessurazioni statiche dovute al ritiro d’intonaco. Con certificato di qualità ambientale EPD®. Risponde ai Criteri Ambientali Minimi (C.A.M.) necessari per l’affidamento di servizi di progettazione e lavori per la costruzione, ristrutturazione e manutenzione di edifici pubblici, secondo il D.M. del 23 giugno 2022 (si rimanda alla scheda tecnica del prodotto).",N/D
FONDO DI COLLEGAMENTO 0.5,Boero,"Fondo Di Collegamento 0.5 è un fondo pigmentato minerale a base di silicato di potassio e leganti organici 0.5 con granulometria ≤ 0.6 mm. Idoneo come mano di preparazione su vecchi supporti già pitturati con prodotti sintetici per la successiva applicazione di Litosil o di altri prodotti di finitura minerali. Uniforma i diversi assorbimenti del supporto e ne migliora l’aspetto nel caso siano presenti rappezzi o irregolarità. La particolare struttura del film maschera le microfessurazioni statiche dovute al ritiro d’intonaco. Con certificato di qualità ambientale EPD®. Risponde ai Criteri Ambientali Minimi (C.A.M.) necessari per l’affidamento di servizi di progettazione e lavori per la costruzione, ristrutturazione e manutenzione di edifici pubblici, secondo il D.M. del 23 giugno 2022 (si rimanda alla scheda tecnica del prodotto).",N/D
