name,brand,description,image_url,category,product_url
35520 – MOTOSEGA LIGHT HYUNDAI 25CC 25CM,Hyundai,"Motosega superleggera Hyundai da potatura, ideale per i lavori stagionali, per frutteti, alberi ornamentali e tutti gli interventi di cura del proprio giardino. Taglia rami e arbusti fino a 20 cm di diametro! Carburatore Hyundai, freno di sicurezza e robustezza costruttiva permettono un utilizzo sicuro ed affidabile. Il peso è di solo 2,5 kg! L’imballo contiene: 1 motosega – 1 set attrezzi – 1 tanica per miscela",/images/hyundai_prodotti/35520MOTOSEGALIGHTHYUNDAI25CC25CM.webp,MOTOSEGA,https://www.vincoasti.com/prodotto/35520-motosega-light-hyundai-25cc-25cm/
35530 – MOTOSEGA LIGHT HY 25CC 25CM,Hyundai,"Motosega da potatura Hyundai con motore 2 tempi da 25 cc e potenza di 1,5 HP. Barra da 25 cm con passo catena 1/4″, diametro di taglio massimo 20 cm. Estremamente leggera (2,5 kg), con avviamento Easy Start, scocca superleggera e motore conforme alla normativa EURO 5. Serbatoio carburante da 200 ml, serbatoio olio catena da 120 ml.",/images/hyundai_prodotti/35530MOTOSEGALIGHTHY25CC25CM.webp,MOTOSEGA,https://www.vincoasti.com/prodotto/35530-motosega-light-hy-25cc-25cm/
35040 – MOTOSEGA HYUNDAI STORM 39CC YS-4016L,Hyundai,"Motosega Hyundai da taglio ideale per i lavori stagionali, per frutteti, alberi ornamentali e tutti gli interventi di cura del proprio giardino. Idonea all’abbattimento e per il taglio di legna da ardere. Taglia rami e arbusti fino a 35 cm di diametro! Carburatore Hyundai freno di sicurezza e robustezza costruttiva permettono un utilizzo sicuro ed affidabile, garantito anche dalla scocca in lega di Magnesio. L’imballo contiene: 1 motosega – 1 set attrezzi – 1 tanica per miscela -1 borsa per trasporto",/images/hyundai_prodotti/35040MOTOSEGAHYUNDAISTORM39CCYS-4016L.webp,MOTOSEGA,https://www.vincoasti.com/prodotto/35040-motosega-hyundai-storm-39cc-ys-4016l/
35020 – MOTOSEGA HYUNDAI STORM 25CC YS-2512,Hyundai,"Motosega Hyundai da potatura ideale per i lavori stagionali, per frutteti, alberi ornamentali e tutti gli interventi di cura del proprio giardino. Taglia rami e arbusti fino a 20 cm di diametro! Carburatore Walbro, freno di sicurezza e robustezza costruttiva permettono un utilizzo sicuro ed affidabile. L’imballo contiene: 1 motosega – 1 set attrezzi – 1 tanica per miscela",/images/hyundai_prodotti/35020MOTOSEGAHYUNDAISTORM25CCYS-2512.webp,MOTOSEGA,https://www.vincoasti.com/prodotto/35020-motosega-hyundai-storm-25cc-ys-2512/
35420 – MOTOSEGA HYUNDAI 25CC YS-2512 NEW,Hyundai,"Motosega Hyundai da potatura ideale per i lavori stagionali, per frutteti, alberi ornamentali e tutti gli interventi di cura del proprio giardino. Taglia rami e arbusti fino a 20 cm di diametro! Freno di sicurezza e robustezza costruttiva permettono un utilizzo sicuro ed affidabile. Il filtro in nylon è facile da estrarre e lo si può pulire velocemente.",/images/hyundai_prodotti/35420MOTOSEGAHYUNDAI25CCYS-2512NEW.webp,MOTOSEGA,https://www.vincoasti.com/prodotto/35420-motosega-hyundai-25cc-ys-2512-new/
35010 – MOTOSEGA HYUNDAI STORM 37CC YS-3816S,Hyundai,"Motosega Hyundai da taglio ideale per i lavori stagionali, per frutteti, alberi ornamentali e tutti gli interventi di cura del proprio giardino. Idonea all’abbattimento e per il taglio di legna da ardere. Taglia rami e arbusti fino a 30 cm di diametro! Carburatore Hyundai freno di sicurezza e robustezza costruttiva permettono un utilizzo sicuro ed affidabile. L’imballo contiene: 1 motosega – 1 set attrezzi – 1 tanica per miscela -1 borsa per trasporto",/images/hyundai_prodotti/35010MOTOSEGAHYUNDAISTORM37CCYS-3816S.webp,MOTOSEGA,https://www.vincoasti.com/prodotto/35010-motosega-hyundai-storm-37cc-ys-3816s/
"35060 – MOTOSEGA HYUNDAI 25,4 CC BAR/CAT OREGON",Hyundai,"Motosega a scoppio Hyundai con motore 2 tempi da 25,4 cc, potenza 0,7 kW (1 HP) e barra Oregon da 25 cm. Ideale per tagli di precisione e manutenzione di piante e alberi. Avviamento a strappo, velocità catena 21 m/s, passo 3/8″, serbatoio carburante 230 ml. Dotata di sistema antivibrazioni, soft grip e motore conforme alla normativa EURO 5.",/images/hyundai_prodotti/35060MOTOSEGAHYUNDAI254CCBARCATOREGON.webp,MOTOSEGA,https://www.vincoasti.com/prodotto/35060-motosega-hyundai-254-cc-bar-cat-oregon/
35000 – MOTOSEGA HYUNDAI STORM 52CC YS-5020S,Hyundai,"Motosega Hyundai da taglio ideale per i lavori stagionali, per frutteti, alberi ornamentali e tutti gli interventi di cura del proprio giardino. Idonea all’abbattimento e per il taglio di legna da ardere. Taglia rami e arbusti fino a 40 cm di diametro! Carburatore Hyundai freno di sicurezza e robustezza costruttiva permettono un utilizzo sicuro ed affidabile. L’imballo contiene: 1 motosega – 1 set attrezzi – 1 tanica per miscela – 1 borsa per trasporto",/images/hyundai_prodotti/35000MOTOSEGAHYUNDAISTORM52CCYS-5020S.webp,MOTOSEGA,https://www.vincoasti.com/prodotto/35000-motosega-hyundai-storm-52cc-ys-5020s/
35050 – MOTOSEGA HYUNDAI CARVING STORM YS-2512,Hyundai,"Motosega Hyundai da potatura ideale per i lavori stagionali, per frutteti, alberi ornamentali e tutti gli interventi di cura del proprio giardino. Grazie alla speciale lama “Carving” con sagomatura più appuntita, è possibile raggiungere punti difficili senza sforzo. Taglia rami e arbusti fino a 20cm di diametro! Carburatore Walbro, freno di sicurezza e robustezza costruttiva permettono un utilizzo sicuro ed affidabile. L’imballo contiene: 1 motosega – 1 set attrezzi – 1 tanica per miscela",/images/hyundai_prodotti/35050MOTOSEGAHYUNDAICARVINGSTORMYS-2512.webp,MOTOSEGA,https://www.vincoasti.com/prodotto/35050-motosega-hyundai-carving-storm-ys-2512/
35105 – MOTOZAPPA RST360-1 HYUNDAI,Hyundai,"Motozappa Hyundai trazionata per superfici medio piccole, estremamente maneggevole ed adatta anche a terreni con poco spazio di manovra. Struttura rinforzata in acciaio. Grazie alle zappe forgiate, lavora a 150mm di profondità e con un’ampiezza massima di 450mm. L’imballo contiene: 1 motozappa – 1 set attrezzi",/images/hyundai_prodotti/35105MOTOZAPPARST360-1HYUNDAI.webp,MOTOZAPPA,https://www.vincoasti.com/prodotto/35105-motozappa-rst360-1-hyundai/
35110 – MOTOZAPPA CGT600 HYUNDAI,Hyundai,"Motozappa Hyundai trazionata per superfici medie, estremamente maneggevole ed adatta anche a terreni con poco spazio di manovra. Struttura rinforzata in acciaio. Grazie alle zappe forgiate, lavora a 150mm di profondità e con un’ampiezza massima di 650mm. L’imballo contiene: 1 motozappa – 1 set attrezzi",/images/hyundai_prodotti/35110MOTOZAPPACGT600HYUNDAI.webp,MOTOZAPPA,https://www.vincoasti.com/prodotto/35110-motozappa-cgt600-hyundai/
35131 – MOTOZAPPA HYUNDAI,Hyundai,"Motozappa Hyundai trazionata per superfici medio grandi, estremamente maneggevole. Struttura rinforzata in acciaio. Grazie alle zappe forgiate, lavora a 150/300mm di profondità e con un’ampiezza variabile da 300 fino 800mm con le zappe aggiuntive in dotazione. Il preassemblaggio rende il montaggio estremamente semplice. L’imballo contiene: 1 motozappa – 1 set di estensione zappe – 1 set attrezzi",/images/hyundai_prodotti/35131MOTOZAPPAHYUNDAI.webp,MOTOZAPPA,https://www.vincoasti.com/prodotto/35131-motozappa-hyundai/
35150 – MOTOZAPPA A DUE TEMPI HYUNDAI LDMTL520B,Hyundai,"Motozappa Hyundai trazionata per superfici medio piccole, estremamente maneggevole ed adatta anche a terreni con poco spazio di manovra. Struttura rinforzata in acciaio. Grazie alle zappe forgiate, lavora a 150mm di profondità e con un’ampiezza massima di 300mm. L’imballo contiene: 1 motozappa – 1 set attrezzi",/images/hyundai_prodotti/35150MOTOZAPPAADUETEMPIHYUNDAILDMTL520B.webp,MOTOZAPPA,https://www.vincoasti.com/prodotto/35150-motozappa-a-due-tempi-hyundai-ldmtl520b/
35121 – MOTOZAPPA HYUNDAI,Hyundai,"Motozappa Hyundai trazionata per superfici medie, estremamente maneggevole ed adatta anche a terreni con poco spazio di manovra. Struttura rinforzata in acciaio. Grazie alle zappe forgiate, lavora a 100/260mm di profondità e con un’ampiezza massima di 540mm. L’imballo contiene: 1 motozappa – 1 set attrezzi",/images/hyundai_prodotti/35121MOTOZAPPAHYUNDAI.webp,MOTOZAPPA,https://www.vincoasti.com/prodotto/35121-motozappa-hyundai/
25920 – POMPA A SPALLA BATTERIA 12V-16L,Hyundai,Spruzzatore a batteria Hyundai per l’irrorazione di trattamenti chimici su piante ornamentali e da frutto e per diserbo. Irrorazione di prodotti chimici per la disinfezione e la sanificazione di superfici. Spallacci imbottiti in spugna per il massimo comfort. 4 ugelli intercambiabili. Lancia in acciaio. Serbatoio da 16 litri,/images/hyundai_prodotti/25920POMPAASPALLABATTERIA12V-16L.webp,POMPE A SPALLA,https://www.vincoasti.com/prodotto/25920-pompa-a-spalla-batteria-12v-16l/
25910 – POMPA A SPALLA BATTERIA 12V-12L,Hyundai,Spruzzatore a batteria Hyundai per l’irrorazione di trattamenti chimici su piante ornamentali e da frutto e per diserbo. Irrorazione di prodotti chimici per la disinfezione e la sanificazione di superfici. Spallacci imbottiti in spugna per il massimo comfort. 4 ugelli intercambiabili. Lancia in acciaio. Serbatoio da 12 litri,/images/hyundai_prodotti/25910POMPAASPALLABATTERIA12V-12L.webp,POMPE A SPALLA,https://www.vincoasti.com/prodotto/25910-pompa-a-spalla-batteria-12v-12l/
25508 – POTATORE A BATTERIA HYUNDAI 20V 2AH,Hyundai,"Potatore a batteria agli ioni di litio Hyundai da 100W. Dotato scocca in plastica e lega ultraleggera e batteria con durata massima 4h, tempo di ricarica da 0 a 100% 1,5h. Ideale per la potatura di piante fino a 30 mm di diametro. La valigetta contiene: 1 potatore a batteria, 1 set attrezzi per la manutenzione con lubrificante per la lama. Pacco batteria e caricabatterie non inclusi",/images/hyundai_prodotti/25508POTATOREABATTERIAHYUNDAI20V2AH.webp,POTATORE E LEGATRICE,https://www.vincoasti.com/prodotto/25508-potatore-a-batteria-hyundai-20v-2ah/
35505 – LEGATRICE HYUNDAI KH-TM,Hyundai,"Legatrice a batteria agli ioni di litio Hyundai 30W. Ideale per legare i fusti di piante fino a 25mm di diametro. Con un peso di soli 1,06 Kg con batteria e rocchetto il comfort è assicurato anche per lunghe sessioni di lavoro. Durata max batteria da 6 a 8h. Tempo ricarica batteria da 0 a 100% : 1/1,5h. La valigetta contiene: 2 batterie da 18V/2Ah, caricabatterie, set attrezzi per la manutenzione, 3 rocchetti per legatura da 150m (2 in carta e 1 in plastica).",/images/hyundai_prodotti/35505LEGATRICEHYUNDAIKH-TM.webp,POTATORE E LEGATRICE,https://www.vincoasti.com/prodotto/35505-legatrice-hyundai-kh-tm/
35502 – POTATORE A BATTERIA HYUNDAI KH-G03-T,Hyundai,"Potatore a batteria agli ioni di litio Hyundai da 180W. Dotato di lama sostituibile regolabile, scocca in plastica e lega ultraleggera e batteria con durata massima 3-4h, tempo di ricarica da 0 a 100% 1-1,5h. Ideale per la potatura di piante fino a 25 mm di diametro. La valigetta contiene: 1 potatore a batteria, 1 set attrezzi per la manutenzione, 1 caricabatterie, 2 batterie da 18V/2AH",/images/hyundai_prodotti/35502POTATOREABATTERIAHYUNDAIKH-G03-T.webp,POTATORE E LEGATRICE,https://www.vincoasti.com/prodotto/35502-potatore-a-batteria-hyundai-kh-g03-t/
35507 – POTATORE A BATTERIA HYUNDAI,Hyundai,"Potatore a batteria agli ioni di litio Hyundai da 100W. Dotato scocca in plastica e lega ultraleggera e batteria con durata massima 4h, tempo di ricarica da 0 a 100% 1,5h. Ideale per la potatura di piante fino a 25 mm di diametro. La valigetta contiene: 1 potatore a batteria, 1 set attrezzi per la manutenzione con lubrificante per la lama, 1 caricabatterie, 2 batterie da 18V/2AH",/images/hyundai_prodotti/35507POTATOREABATTERIAHYUNDAI.webp,POTATORE E LEGATRICE,https://www.vincoasti.com/prodotto/35507-potatore-a-batteria-hyundai/
35510 – POTATORE A BATTERIA HY 16.8V,Hyundai,Il potatore a batteria Hyundai ha un display digitale per avere a disposizione il conto del taglio e la percentuale della batteria. Ha la predisposizione per essere utilizzato anche con asta telescopiaca.,/images/hyundai_prodotti/35510POTATOREABATTERIAHY168V.webp,PRODOTTI A BATTERIA,https://www.vincoasti.com/prodotto/35510-potatore-a-batteria-hy-16-8v/
25400 – TAGLIASIEPI A BATTERIA HYUNDAI 51CM 20V,Hyundai,"Tagliasiepi a batteria Hyundai alimentato da una batteria 20V ONE POWER TOOLS agli ioni di Litio (non inclusa). La stessa batteria è compatibile con tutti i gli attrezzi a batteria 20V Hyundai ONE POWE TOOLS per fai-da-te, giardinaggio e molto altro. Questo ti darà la possibilità di estendere la tua dotazione attrezzi anche in futuro, con la certezza di poter utilizzare la stessa batteria: Le dimensioni ridotte e il peso leggero (solo 2,1 kg senza batteria), lo rendono pratico e facile da usare. Con una lama a doppia azione della lunghezza di 510 mm, può tagliare facilmente rami con un diametro fino a 15 mm.
Il pulsante di avvio in sicurezza rende più sicura l’operazione a due mani. Con il freno elettronico, la lama può smettere di funzionare rapidamente dopo lo spegnimento della macchina per evitare lesioni accidentali.
La lama è progettata con taglio laser, doppio taglio e doppio effetto, che rende il taglio più veloce e più conveniente e offre prestazioni di assorbimento degli urti superiori.
L’impugnatura ausiliaria di tipo D ergonomica e l’impugnatura in gomma facilitano l’avviamento e il comfort.",/images/hyundai_prodotti/25400TAGLIASIEPIABATTERIAHYUNDAI51CM20V.webp,PRODOTTI A BATTERIA,https://www.vincoasti.com/prodotto/25400-tagliasiepi-a-batteria-hyundai-51cm-20v/
25220 – DECESPUGLIATORE A BATTERIA HYUNDAI 40V,Hyundai,"Decsepugliatore a batteria Hyundai alimentato da due batterie 20V ONE POWER TOOLS agli ioni di Litio (non incluse). Le stesse batterie sono compatibili con tutti i gli attrezzi a batteria 20V Hyundai ONE POWE TOOLS per fai-da-te, giardinaggio e molto altro. Questo ti darà la possibilità di estendere la tua dotazione attrezzi anche in futuro, con la certezza di poter utilizzare la stessa batteria. Ideale per lavori di rifinitura, bordure di aiuole e taglio di manto erboso. Questo prodotto è stato progettato per poter essere estremamente leggero (solo 2,6 kg senza batterie) e compatto, caratteristiche essenziali per questa tipologia di prodotto. Dotato di una larghezza di taglio di 30 cm, offre all’utente un taglio preciso e netto. Impugnatura frontale completamente regolabile per essere comodo in qualsiasi situazione. Asta in metallo per durare a lungo nel tempo con possibilità di regolarne la lunghezza in maniera semplice per un estremo confort per utenti di ogni altezza. La testa di taglio si inclina di 90 gradi per facilitare l’accesso alle aree difficili da raggiungere. Interruttore di sicurezza per evitare l’avvio accidentale. Include testina con filo di 1,6 mm ad avanzamento automatico, 20 lame di ricambio.",/images/hyundai_prodotti/25220DECESPUGLIATOREABATTERIAHYUNDAI40V.webp,PRODOTTI A BATTERIA,https://www.vincoasti.com/prodotto/25220-decespugliatore-a-batteria-hyundai-40v/
25310 – SEGA A BATTERIA HYUNDAI 20V 125MM,Hyundai,"sega a batteria portatile Hyundai adatta per il taglio e la manutenzione di alberi e piante da giardino. Diametro di taglio max 80 mm, lunghezza barra 125 mm. Include un valigetta, una batteria al litio da 18V/4Ah, caricabatterie, olio di lubrificazione, kit attrezzi.",/images/hyundai_prodotti/25310SEGAABATTERIAHYUNDAI20V125MM.webp,PRODOTTI A BATTERIA,https://www.vincoasti.com/prodotto/25310-sega-a-batteria-hyundai-20v-125mm/
25315 – SEGA A BATTERIA HYUNDAI 20V 150MM,Hyundai,"Sega a batteria Hyundai 20V con barra da 150 mm e diametro di taglio fino a 100 mm. Motore da 400W con velocità di taglio di 8 m/s e 5300 giri/min. Leggera e maneggevole (3,5 kg), con impugnatura soft grip, protezione lama e lubrificazione automatica. Ideale per potature rapide e sicure. Batteria e caricabatterie non inclusi.",/images/hyundai_prodotti/25315SEGAABATTERIAHYUNDAI20V150MM.webp,PRODOTTI A BATTERIA,https://www.vincoasti.com/prodotto/25315-sega-a-batteria-hyundai-20v-150mm/
25320 – SEGA A BATTERIA HYUNDAI 18V 200MM,Hyundai,"sega a batteria portatile Hyundai adatta per il taglio e la manutenzione di alberi e piante da giardino. Diametro di taglio max 180 mm, lunghezza barra 200 mm. Autonomia 60 minuti, sistema di lubrificaione catena regolabile. Include un valigetta, una batteria al litio da 18V/4Ah, caricabatterie, olio di lubrificazione, kit attrezzi.",/images/hyundai_prodotti/25320SEGAABATTERIAHYUNDAI18V200MM.webp,PRODOTTI A BATTERIA,https://www.vincoasti.com/prodotto/25320-sega-a-batteria-hyundai-18v-200mm/
35509 – POTATORE A BATTERIA HYUNDAI 36V 4AH,Hyundai,"Le forbici elettriche da potatura Hyundai sono dotate di una batteria agli ioni di litio da 36V-4aH, che sviluppandouna potenza di lavoro di 144 Wh, grantisce un’autonomia di 6-8h.
Le lame sono regolabili sino a 4 cm, ideale per potare olivi.
Le lame sono realizzare in acciaio inossidabile, e garantisocno una lumga durata e resistenza a colpi accidentali.
La Macchina è corredata di zaino, batteria, caricabatteria, kit attrezzi, e fondina.",/images/hyundai_prodotti/35509POTATOREABATTERIAHYUNDAI36V4AH.webp,PRODOTTI A BATTERIA,https://www.vincoasti.com/prodotto/35509-potatore-a-batteria-hyundai-36v-4ah/
25200 – TAGLIABORDI A BATTERIA HYUNDAI 20V,Hyundai,"Tagliabordi a batteria Hyundai alimentato da una batteria 20V ONE POWER TOOLS agli ioni di Litio (non inclusa). La stessa batteria è compatibile con tutti i gli attrezzi a batteria 20V Hyundai ONE POWE TOOLS per fai-da-te, giardinaggio e molto altro. Questo ti darà la possibilità di estendere la tua dotazione attrezzi anche in futuro, con la certezza di poter utilizzare la stessa batteria. Ideale per lavori di rifinitura, bordure di aiuole e taglio di manto erboso. Questo prodotto è stato progettato per poter essere estremamente leggero (solo 1,85 kg senza batteria) e compatto, caratteristiche essenziali per questa tipologia di prodotto. Dotato di una larghezza di taglio di 25 cm, offre all’utente un taglio preciso e netto. Impugnatura frontale completamente regolabile per essere comodo in qualsiasi situazione. Asta telescopica in metallo per durare a lungo nel tempo con possibilità di regolarne la lunghezza in maniera semplice per un estremo confort per utenti di ogni altezza. La testa di taglio si inclina di 90 gradi per facilitare l’accesso alle aree difficili da raggiungere. Interruttore di sicurezza per evitare l’avvio accidentale. Include testina con filo di 1,6 mm ad avanzamento automatico, 20 lame di ricambio.",/images/hyundai_prodotti/25200TAGLIABORDIABATTERIAHYUNDAI20V.webp,PRODOTTI A BATTERIA,https://www.vincoasti.com/prodotto/25200-tagliabordi-a-batteria-hyundai-20v/
35516 – SEGA A BATTERIA HYUNDAI 18V 120MM,Hyundai,"Sega a batteria Hyundai con barra da 150 mm e motore da 500W. Taglio rapido fino a 120 mm, velocità catena 11 m/s, 4000 giri/min. Leggera (0,99 kg senza batteria), con struttura in plastica e lega ultraleggera. Inclusa valigetta con 2 batterie (18V: 2Ah + 4Ah), caricabatterie e kit manutenzione. Predisposizione per asta telescopica opzionale (non inclusa).",/images/hyundai_prodotti/35516SEGAABATTERIAHYUNDAI18V120MM.webp,PRODOTTI A BATTERIA,https://www.vincoasti.com/prodotto/35516-sega-a-batteria-hyundai-18v-120mm/
25800 – SOFFIATORE A BATTERIA HYUNDAI 20V,Hyundai,"Soffiatore a batteria Hyundai alimentato da una batteria 20V ONE POWER TOOLS agli ioni di Litio (non inclusa). La stessa batteria è compatibile con tutti i gli attrezzi a batteria 20V Hyundai ONE POWE TOOLS per fai-da-te, giardinaggio e molto altro. Questo ti darà la possibilità di estendere la tua dotazione attrezzi anche in futuro, con la certezza di poter utilizzare la stessa batteria. Ideale per rimuovere con facilità foglie e residui in giardino.
Leggerissimo e comodo da manovrare grazie all’impugnatura ergonomica, griglie di ventilazione sui lati e nella parte inferiore per una migliore circolazione dell’aria
Impostazione di velocità variabile fino a 190 km/h: bassa per materiali leggeri, media per erba tagliata e foglie su superfici solide, alta per neve fresca e foglie bagnate
Raccomandato per un lavoro poco rumoroso, senza fili, a zero emissioni e con vibrazioni ridotte. Autonomia variabile a seconda della velocità",/images/hyundai_prodotti/25800SOFFIATOREABATTERIAHYUNDAI20V.webp,PRODOTTI A BATTERIA,https://www.vincoasti.com/prodotto/25800-soffiatore-a-batteria-hyundai-20v/
35515 – MOTOSEGA A BATTERIA HY 16.8V 125MM,Hyundai,"La sega a batteria Hyundai consente di lavorare fino a 60 minuti, il tempo di ricarica è di 2 ore. La sega ha la predisposizione per essere utilizzata con l’asta telescopica. L’imballo contiene: sega per potatura, 1x caricabatterie, 1x batteria da 18V/2Ah, 1x batteria 18V/4Ah, set attrezzi.",/images/hyundai_prodotti/35515MOTOSEGAABATTERIAHY168V125MM.webp,PRODOTTI A BATTERIA,https://www.vincoasti.com/prodotto/35515-motosega-a-batteria-hy-16-8v-125mm/
65835 – RASAERBA A BATTERIA HYUNDAI 40V 4A 46CM,Hyundai,"Rasaerba a batteria Hyundai 40V, 4Ah, con funzione mulching. Larghezza di taglio 46cm, con regolazione centralizzata e 10 altezze di taglio.",/images/hyundai_prodotti/65835RASAERBAABATTERIAHYUNDAI40V4A46CM.webp,RASAERBA A BATTERIA,https://www.vincoasti.com/prodotto/65835-rasaerba-a-batteria-hyundai-40v-4a-46cm/
65831 – RASAERBA AVV. ELETTR. HYUNDAI 224CC 56CM,Hyundai,"Rasaerba a trazione Hyundai 200cc, 4 tempi, con avviamento elettrico e funzione mulching. Larghezza di taglio 56cm, ruote maggiorate (diametro 175/200mm), 7 altezze di taglio, regolazione centralizzata e foro di lavaggio rapido.",/images/hyundai_prodotti/65831RASAERBAAVVELETTRHYUNDAI224CC56CM.webp,RASAERBA A BENZINA,https://www.vincoasti.com/prodotto/65831-rasaerba-avv-elettr-hyundai-224cc-56cm/
65810 – RASAERBA A TRAZIONE HYUNDAI 150CC 43CM,Hyundai,"Rasaerba a trazione Hyundai 150cc, 4 tempi, con funzione mulching. Larghezza di taglio 43cm, ruote maggiorate (diametro 180/200mm), 7 altezze di taglio, regolazione centralizzata e foro di lavaggio rapido.",/images/hyundai_prodotti/65810RASAERBAATRAZIONEHYUNDAI150CC43CM.webp,RASAERBA A BENZINA,https://www.vincoasti.com/prodotto/65810-rasaerba-a-trazione-hyundai-150cc-43cm/
65820 – RASAERBA A TRAZIONE HYUNDAI 200CC 51CM,Hyundai,"Rasaerba a trazione Hyundai 200cc, 4 tempi, con funzione mulching. Larghezza di taglio 51cm, ruote maggiorate (diametro 200/250mm), 7 altezze di taglio, regolazione centralizzata e foro di lavaggio rapido.",/images/hyundai_prodotti/65820RASAERBAATRAZIONEHYUNDAI200CC51CM.webp,RASAERBA A BENZINA,https://www.vincoasti.com/prodotto/65820-rasaerba-a-trazione-hyundai-200cc-51cm/
65825 – RASAERBA HYUNDAI 200CC 51CM MOT. HONDA,Hyundai,"Rasaerba a spinta Hyundai 200cc, motore Honda GCV200, 4 tempi, con funzione mulching. Larghezza di taglio 51cm, ruote maggiorate (diametro 200/250mm), 7 altezze di taglio, regolazione centralizzata e foro di lavaggio rapido.",/images/hyundai_prodotti/65825RASAERBAHYUNDAI200CC51CMMOTHONDA.webp,RASAERBA A BENZINA,https://www.vincoasti.com/prodotto/65825-rasaerba-hyundai-200cc-51cm-mot-honda/
65800 – RASAERBA A SPINTA HYUNDAI 150CC 43CM,Hyundai,"Rasaerba a spinta Hyundai 150cc, 4 tempi, con funzione mulching. Larghezza di taglio 43cm, ruote maggiorate (diametro 180/200mm), 7 altezze di taglio, regolazione centralizzata e foro di lavaggio rapido.",/images/hyundai_prodotti/65800RASAERBAASPINTAHYUNDAI150CC43CM.webp,RASAERBA A BENZINA,https://www.vincoasti.com/prodotto/65800-rasaerba-a-spinta-hyundai-150cc-43cm/
65830 – RASAERBA A TRAZIONE HYUNDAI 224CC 56CM,Hyundai,"Rasaerba a trazione Hyundai 224cc, 4 tempi, con funzione mulching. Larghezza di taglio 56cm, ruote maggiorate (diametro 175/200mm), 7 altezze di taglio, regolazione centralizzata e foro di lavaggio rapido.",/images/hyundai_prodotti/65830RASAERBAATRAZIONEHYUNDAI224CC56CM.webp,RASAERBA A BENZINA,https://www.vincoasti.com/prodotto/65830-rasaerba-a-trazione-hyundai-224cc-56cm/
65440 – RASAERBA A MOTORE A SCOPPIO LV43Z,Hyundai,"rasaerba-a-motore-a-scoppio Hyundai per piccole e medie superfici con robusta scocca in acciaio, maneggevole e versatile. Ben 7 altezze regolabili (da 25 a 75 mm) e larghezza di taglio di 410mm. Manubrio a sicurezza passiva. Dotato di contenitore per l’erba da ben 45 litri di volume. L’imballo contiene: 1 rasaerba-a-motore-a-scoppio – 1 contenitore erba 45l",/images/hyundai_prodotti/65440RASAERBAAMOTOREASCOPPIOLV43Z.webp,RASAERBA A MOTORE A SCOPPIO,https://www.vincoasti.com/prodotto/65440-rasaerba-a-motore-a-scoppio-lv43z/
65460 – RASAERBA ELETTRICO A SPINTA ZF6135A,Hyundai,"Rasaerba elettrico Hyundai, adatto a superfici medie, ottimo per raggiungere i punti più difficili grazie alla grande manovrabilità in spazi ristretti e al peso contenuto. Dotato di 3 possibili regolazioni dell’altezza di taglio da 250 a 650mm. Il contenitore dell’erba tagliata ha una capacità di ben 50 litri. Sistema antitrazione per evitare il distacco della presa elettrica durante il lavoro. Sistema a sicurezza intrinseca, permette il fermo immediato quando viene rilasciata la leva di avvio con la mano. L’imballo contiene: 1 rasaerba elettrico",/images/hyundai_prodotti/65460RASAERBAELETTRICOASPINTAZF6135A.webp,RASAERBA ELETTRICI,https://www.vincoasti.com/prodotto/65460-rasaerba-elettrico-a-spinta-zf6135a/
65410 – RASAERBA ELETTRICO A SPINTA ZF6105A,Hyundai,"Rasaerba elettrico Hyundai compatto, adatto a superfici medio – piccole, ottimo per raggiungere i punti più difficili grazie alla grande manovrabilità in spazi ristretti e al peso contenuto. Dotato di 3 possibili regolazioni dell’altezza di taglio da 250 a 650mm. Il contenitore dell’erba tagliata ha una capacità di ben 35 litri. Sistema antitrazione per evitare il distacco della presa elettrica durante il lavoro. Sistema a sicurezza intrinseca, permette il fermo immediato quando viene rilasciata la leva di avvio con la mano. L’imballo contiene: 1 rasaerba elettrico",/images/hyundai_prodotti/65410RASAERBAELETTRICOASPINTAZF6105A.webp,RASAERBA ELETTRICI,https://www.vincoasti.com/prodotto/65410-rasaerba-elettrico-a-spinta-zf6105a/
65487 – ROBOT RASAERBA HYUNDAI 300 MQ,Hyundai,"Robot rasaerba Hyundai per superfici fino a 300 m², alimentato da batteria al litio 20V – 2,0Ah e motore brushless. Larghezza di taglio 16 cm, 3 altezze regolabili (25–45 mm), pendenza max 27%. Dotato di sensori pioggia, urto e ribaltamento, ritorno automatico alla base e gestione tramite App Tuya con Wi-Fi/Bluetooth. Inclusi: filo perimetrale (100 m), 100 picchetti e 6 morsetti.",/images/hyundai_prodotti/65487ROBOTRASAERBAHYUNDAI300MQ.webp,ROBOT RASAERBA,https://www.vincoasti.com/prodotto/65487-robot-rasaerba-hyundai-300-mq/
65488 – ROBOT RASAERBA A BATTERIA 1000 MQ,Hyundai,"Robot rasaerba Hyundai per superfici fino a 2100 m² con batteria al litio 20V – 4,0Ah e motore brushless. Larghezza di taglio 22 cm, 3 altezze regolabili (25–65 mm), pendenza max 47%. Dotato di sensori pioggia, urto, ribaltamento, display LED, blocco PIN antifurto e ritorno automatico alla base. Gestione via App Tuya, Wi-Fi/Bluetooth. Inclusi: 180 m di filo, 250 picchetti e 6 morsetti.",/images/hyundai_prodotti/65488ROBOTRASAERBAABATTERIA1000MQ.webp,ROBOT RASAERBA,https://www.vincoasti.com/prodotto/65488-robot-rasaerba-a-batteria-1000-mq/
