name,description,url,image_url
Portabussola con attacco SDS…,Bussole e portabussole,https://www.unishop.it/1-2/0614-176-782-01,/images/unishop_products_utensili/PortabussolaconattaccoSDS.webp
Magnetico SDS-Plus,"Portainserto attacco E 6,3-1/4\""",https://www.unishop.it/75/0702-602-008-01,/images/unishop_products_utensili/MagneticoSDS-Plus.webp
Impronta taglio cacciavite C…,"Inserto 1/4\"" Classic new - DIN 3126 
durezza minima HrC 58
elevata coppia di serraggio
protezione sabbiata e oleata",https://www.unishop.it/tg-4-5x0-6/0702-600-145-01,/images/unishop_products_utensili/ImprontatagliocacciaviteC.webp
Magnetico sgancio rapido,"Portainserto attacco E 6,3-1/4\""",https://www.unishop.it/75/0702-602-301-01,/images/unishop_products_utensili/Magneticosganciorapido.webp
Supermagnetico,"Portainserto attacco E 6,3-1/4\""",https://www.unishop.it/70/0614-176-900-01,/images/unishop_products_utensili/Supermagnetico.webp
"Impronta TX C 6,3","Inserto 1/4\"" Classic new - DIN 3126 
durezza minima HrC 58
elevata coppia di serraggio
protezione sabbiata e oleata",https://www.unishop.it/tx50/0615-310-050-01,/images/unishop_products_utensili/ImprontaTXC63.webp
"Impronta TX con foro C 6,3","Inserto 1/4\"" Classic new - DIN 3126 
durezza minima HrC 58
elevata coppia di serraggio
protezione sabbiata e oleata",https://www.unishop.it/tx25/0702-601-125-01,/images/unishop_products_utensili/ImprontaTXconforoC63.webp
"Bit set 1/4""","Bit set 1/4\"" - da 32 pezzi 30 bit in acciaio al silicio-molibdeno di qualità professionale (S2). Sistema di codifica a colori per una facile selezione 
Contenuto: PH1-2xPH2-PH3, PZD1-2xPZD2-PZD3, TG-3-4-5-6, EI3-4-5-6, TX10-15-20-25-27-30-40, TX10-15-20-25-27-30-40 con foro, 1 porta-inserti brevettato con forte magnete e mandrino a sgancio rapido 1/4\"", 1 adattatore per bussole 1/4\""",https://www.unishop.it/0720-003-010-01,/images/unishop_products_utensili/Bitset14.webp
Impronta per esagono incassat…,"Inserto 1/4\"" Classic new - DIN 3126 
durezza minima HrC 58
elevata coppia di serraggio
protezione sabbiata e oleata",https://www.unishop.it/ei2-0/0702-601-520-01,/images/unishop_products_utensili/Improntaperesagonoincassat.webp
"Inserto 1/4"" Classic new","Inserto 1/4\"" Classic new - DIN 3126 
durezza minima HrC 58
elevata coppia di serraggio
protezione sabbiata e oleata",https://www.unishop.it/utensili/inserti/inserto-1-4-classic-new/,/images/unishop_products_utensili/Inserto14Classicnew.webp
"Inserto 1/4"" MAVOX","Inserto 1/4\"" MAVOX - supermagnetico 
tenuta magnetica ultraforte fino a 1kg, anche con viti extralunghe
fissare e avvitare con una sola mano
anello magnetico completamente rimovibile
inserto in acciaio S2 di alta qualità
supporto ottimale anche per trapani a percussione",https://www.unishop.it/inserto-1-4-mavox/304656c4-fbc9-41d4-984a-f078a0e564c5,/images/unishop_products_utensili/Inserto14MAVOX.webp
"Inserto 1/4"" TENZ","Inserto 1/4\"" TENZ inserto ottimale con tolleranze minime sull’impronta delle viti TENZaumento della stabilità di avvitamento senza rischio di sgranaturabanda colorata inserto TX30 di facile distinzione",https://www.unishop.it/utensili/inserti/inserto-1-4-tenz/,/images/unishop_products_utensili/Inserto14TENZ.webp
"Portainserto attacco E 6,3-1/4""","Portainserto attacco E 6,3-1/4\""",https://www.unishop.it/utensili/inserti/portainserto-attacco-e-6-3-1-4/,/images/unishop_products_utensili/PortainsertoattaccoE63-14.webp
Bussole e portabussole,Bussole e portabussole,https://www.unishop.it/utensili/inserti/bussole-e-portabussole/,/images/unishop_products_utensili/Bussoleeportabussole.webp
"Bit set 1/4""","Bit set 1/4\"" - da 32 pezzi 30 bit in acciaio al silicio-molibdeno di qualità professionale (S2). Sistema di codifica a colori per una facile selezione 
Contenuto: PH1-2xPH2-PH3, PZD1-2xPZD2-PZD3, TG-3-4-5-6, EI3-4-5-6, TX10-15-20-25-27-30-40, TX10-15-20-25-27-30-40 con foro, 1 porta-inserti brevettato con forte magnete e mandrino a sgancio rapido 1/4\"", 1 adattatore per bussole 1/4\""",https://www.unishop.it/bit-set-1-4/45f3cfad-8f6c-4512-8475-077335a16893,/images/unishop_products_utensili/Bitset14.webp
Bicomponente lama 18 mm + fod…,"Cutter altissima qualità Quick Back - Made in Japan 
impugnatura ergonomica in ABS bicomponente
corpo in acciaio allungato in punta utilizzabile anche come cacciavite
estrazione della lama mediante pressione e ritiro automatico al rilascio
lama scorrevole a spezzare in acciaio di altissima qualità
punta posteriore utilizzabile come multiuso tipo apri scatole o taglio di nastro su cartone, evitando così di danneggiare il contenuto
sistema di bloccaggio della lama sicuro e pratico
lama 18 mm multiuso con ritrazione automatica",https://www.unishop.it/lama18mm/3715-640-215-01,/images/unishop_products_utensili/Bicomponentelama18mmfod.webp
Manico curvo,"Segaccio a taglio rapido Rapid Pull - Made in Japan 
dentatura speciale a tre taglienti
lama attiva in fase di tiraggio tre volte più veloce
estrema precisione di taglio
lunghezza lama 265 mm",https://www.unishop.it/470/0695-932-200-01,/images/unishop_products_utensili/Manicocurvo.webp
Lama Inox microdentata e tacc…,Forbice elettricista lame dritte - linea professionale in materiale professionale sia sulla parte lama che nell’impugnaturaergonomica,https://www.unishop.it/140/0714-03-164-01,/images/unishop_products_utensili/LamaInoxmicrodentataetacc.webp
Miniseghetto con lama,"Miniseghetto con lama 
archetto in tondino d’acciaio trafilato e nichelato
lunghezza lama 150 mm",https://www.unishop.it/245/0609-1-01,/images/unishop_products_utensili/Miniseghettoconlama.webp
Lama   9mm multiuso,Cutter alta qualità - Made in Japan impugnatura in ABS o bicomponentelama scorrevole a spezzare in acciaio di altissima qualitàsistema di bloccaggio della lama sicuro e praticospezzalama di sicurezzacon 2 lame ricambio contenute nel manico (esclusa versione bicomponente con lama 25 mm - 3715 640 24),https://www.unishop.it/lama-9-mm/0715-640-20-01,/images/unishop_products_utensili/Lama9mmmultiuso.webp
Lama microdentata/rasoio,Forbice elettricista lame dritte - linea professionale in materiale professionale sia sulla parte lama che nell’impugnaturaergonomica,https://www.unishop.it/145/0714-03-163-01,/images/unishop_products_utensili/Lamamicrodentatarasoio.webp
Lame di ricambio Razer Black,"Cutter altissima qualità Quick Back - Made in Japan 
impugnatura ergonomica in ABS bicomponente
corpo in acciaio allungato in punta utilizzabile anche come cacciavite
estrazione della lama mediante pressione e ritiro automatico al rilascio
lama scorrevole a spezzare in acciaio di altissima qualità
punta posteriore utilizzabile come multiuso tipo apri scatole o taglio di nastro su cartone, evitando così di danneggiare il contenuto
sistema di bloccaggio della lama sicuro e pratico
lama 18 mm multiuso con ritrazione automatica",https://www.unishop.it/lama-18x110/3715-640-211-01,/images/unishop_products_utensili/LamediricambioRazerBlack.webp
Lama seghetto bimetallica,"Lama seghetto bimetallica idonea per il taglio di acciaio per utensili, acciaio inox e acciai da costruzione
 altissima flessibilità per una maggior sicurezzadentatura uniforme a 24 denti per polliceottima resa di tagliolunga durata",https://www.unishop.it/300/0601-300-233-01,/images/unishop_products_utensili/Lamaseghettobimetallica.webp
Lama 18mm multiuso,Cutter alta qualità - Made in Japan impugnatura in ABS o bicomponentelama scorrevole a spezzare in acciaio di altissima qualitàsistema di bloccaggio della lama sicuro e praticospezzalama di sicurezzacon 2 lame ricambio contenute nel manico (esclusa versione bicomponente con lama 25 mm - 3715 640 24),https://www.unishop.it/lama-18mm/0715-640-21-01,/images/unishop_products_utensili/Lama18mmmultiuso.webp
Manico diritto,"Segaccio a taglio rapido Rapid Pull - Made in Japan 
dentatura speciale a tre taglienti
lama attiva in fase di tiraggio tre volte più veloce
estrema precisione di taglio
lunghezza lama 265 mm",https://www.unishop.it/600/0695-932-201-01,/images/unishop_products_utensili/Manicodiritto.webp
Lama 9 mm professionale,Cutter alta qualità - Made in Japan impugnatura in ABS o bicomponentelama scorrevole a spezzare in acciaio di altissima qualitàsistema di bloccaggio della lama sicuro e praticospezzalama di sicurezzacon 2 lame ricambio contenute nel manico (esclusa versione bicomponente con lama 25 mm - 3715 640 24),https://www.unishop.it/lama-9mm/3715-640-20-01,/images/unishop_products_utensili/Lama9mmprofessionale.webp
Lama Inox microdentata,Forbice elettricista lame dritte - linea professionale in materiale professionale sia sulla parte lama che nell’impugnaturaergonomica,https://www.unishop.it/140/0714-03-166-01,/images/unishop_products_utensili/LamaInoxmicrodentata.webp
Lama seghetto bimetallica con…,"Lama seghetto bimetallica con dentatura progressiva idonea per il taglio di acciaio per utensili, acciaio inox e acciai da costruzione
 lama a dentatura variabile con parte anteriore più fitta per favorire l’inizio del tagliodentatura progressiva da 18 a 32 denti per polliceottima per l’impiego su materiali sottili, vibrazioni ridottealtissima flessibilità per una maggior sicurezzaottima resa di tagliolunga durata",https://www.unishop.it/300/0601-301-133-01,/images/unishop_products_utensili/Lamaseghettobimetallicacon.webp
Cutter alta qualità con rotel…,"Cutter alta qualità con rotella - Made in Japan 
impugnatura in ABS
lama scorrevole a spezzare in acciaio di altissima qualità
sistema di bloccaggio della lama mediante rotella",https://www.unishop.it/lama-25mm/3715-640-240-01,/images/unishop_products_utensili/Cutteraltaqualitàconrotel.webp
Cutter economy,Cutter economy impugnatura in ABSlama scorrevole a spezzare in acciaiosistema di bloccaggio della lama a scattospezzalama nella parte posteriore,https://www.unishop.it/lama-9mm/0695-997-108-01,/images/unishop_products_utensili/Cuttereconomy.webp
Lama 18 mm professionale,Cutter alta qualità - Made in Japan impugnatura in ABS o bicomponentelama scorrevole a spezzare in acciaio di altissima qualitàsistema di bloccaggio della lama sicuro e praticospezzalama di sicurezzacon 2 lame ricambio contenute nel manico (esclusa versione bicomponente con lama 25 mm - 3715 640 24),https://www.unishop.it/lama-18mm/3715-640-21-01,/images/unishop_products_utensili/Lama18mmprofessionale.webp
"Lama Inox microdentata, manic…",Forbice elettricista lame dritte - linea professionale in materiale professionale sia sulla parte lama che nell’impugnaturaergonomica,https://www.unishop.it/140/0714-03-168-01,/images/unishop_products_utensili/LamaInoxmicrodentatamanic.webp
Cutter economy,Cutter economy impugnatura in gommalama scorrevole a spezzare in acciaiosistema di bloccaggio della lama a scattospezzalama nella parte posteriore,https://www.unishop.it/lama-18mm/0720-000-02-01,/images/unishop_products_utensili/Cuttereconomy.webp
Lama di ricambio per segaccio…,Lama di ricambio per segaccio Rapid Pull - Made in Japan dentatura in acciaio a tempera speciale con tre taglientilunghezza lama 265 mm,https://www.unishop.it/265/0695-932-202-01,/images/unishop_products_utensili/Lamadiricambiopersegaccio.webp
Lama 22 mm professionale,Cutter alta qualità - Made in Japan impugnatura in ABS o bicomponentelama scorrevole a spezzare in acciaio di altissima qualitàsistema di bloccaggio della lama sicuro e praticospezzalama di sicurezzacon 2 lame ricambio contenute nel manico (esclusa versione bicomponente con lama 25 mm - 3715 640 24),https://www.unishop.it/lama-22mm/3715-640-23-01,/images/unishop_products_utensili/Lama22mmprofessionale.webp
Bicomponente lama 25 mm,Cutter alta qualità - Made in Japan impugnatura in ABS o bicomponentelama scorrevole a spezzare in acciaio di altissima qualitàsistema di bloccaggio della lama sicuro e praticospezzalama di sicurezzacon 2 lame ricambio contenute nel manico (esclusa versione bicomponente con lama 25 mm - 3715 640 24),https://www.unishop.it/lama-25mm/3715-640-24-01,/images/unishop_products_utensili/Bicomponentelama25mm.webp
Segaccio a taglio rapido Magn…,"Segaccio a taglio rapido Magnum - Made in Japan 
dentatura speciale a tre taglienti
lama con rivestimento Fluorine antiruggine attiva in fase di tiraggio
manico bicomponente alluminio/elastomero
leggerezza ed estrema precisione di taglio
lunghezza lama 300 mm",https://www.unishop.it/475/0695-932-300-01,/images/unishop_products_utensili/SegaccioatagliorapidoMagn.webp
Forbice multiuso bicomponente,Forbice multiuso bicomponente lame in acciaio inossidabile con microdentatura antiscivolomanico in materiale plastico bicomponente ad alta resistenzacon molla di ritorno,https://www.unishop.it/190/0714-03-169-01,/images/unishop_products_utensili/Forbicemultiusobicomponente.webp
Lama di ricambio per segaccio…,Lama di ricambio per segaccio MAGNUM - Made in Japan dentatura in acciaio a tempera speciale con tre taglientilunghezza lama 300 mm,https://www.unishop.it/300/0695-932-302-01,/images/unishop_products_utensili/Lamadiricambiopersegaccio.webp
Segacci,"Miniseghetto con lama 
archetto in tondino d’acciaio trafilato e nichelato
lunghezza lama 150 mm",https://www.unishop.it/utensili/strumenti-da-taglio/segacci/,/images/unishop_products_utensili/Segacci.webp
Cutter e forbici,Cutter alta qualità - Made in Japan impugnatura in ABS o bicomponentelama scorrevole a spezzare in acciaio di altissima qualitàsistema di bloccaggio della lama sicuro e praticospezzalama di sicurezzacon 2 lame ricambio contenute nel manico (esclusa versione bicomponente con lama 25 mm - 3715 640 24),https://www.unishop.it/utensili/strumenti-da-taglio/cutter-e-forbici/,/images/unishop_products_utensili/Cuttereforbici.webp
"Symron ""R"" - nastro fibra di…",Rotelle metriche professionali - Made in Japan cassa robusta in ABSavvolgimento a manovellacinghietta resistente in materiale plastico,https://www.unishop.it/13x30mt/0695-940-317-01,/images/unishop_products_utensili/SymronR-nastrofibradi.webp
Flessometro professionale,Flessometro professionale - Made in Japan nastro in acciaio classe 2 Hi-carbon ad altissima precisione e resistenzacassa in ABS antiurtoavvolgimento automatico e pulsante di bloccocon gancio per cintura,https://www.unishop.it/25x10mt/0695-940-461-01,/images/unishop_products_utensili/Flessometroprofessionale.webp
Flessometro professionale bic…,Flessometro professionale bicomponente - Made in Japan nastro in acciaio classe 2 Hi-carbon ad altissima precisione e resistenzacassa in ABS antiurto rivestita in materiale elastomeroavvolgimento automatico e pulsante di bloccocon gancio per cintura e cinghietta in materiale plastico,https://www.unishop.it/25x5mt/0695-940-365-01,/images/unishop_products_utensili/Flessometroprofessionalebic.webp
Espositore flessometri profes…,Espositore flessometri professionali - Made in Japan contenuto espositore 3 mt: 32 pz.contenuto espositore 5 mt: 24 pz.nastro in acciaio classe 2 Hi-carbon ad altissima precisione e resistenzacassa in ABS antiurtoavvolgimento automatico e pulsante di bloccocon gancio per cintura,https://www.unishop.it/25x5mt/0965-940-465-01,/images/unishop_products_utensili/Espositoreflessometriprofes.webp
Espositore flessometri Meister,"Espositore flessometri Meister composto da 30 flessometri da 5 metri
 nastro in acciaio larghezza 19mmcassa bicomponente in plastica con rivestimento in elastomeroblocco a tre pulsanticon cinturino",https://www.unishop.it/19x5mt/0720-000-03-01,/images/unishop_products_utensili/EspositoreflessometriMeister.webp
